locus_tag	protein_id	go_id	qualifier	aspect	evidence_code	reference	with_from	assigned_by	annotation_date	source_taxon	mapping_ambiguity	mapping_method
M744_RS03630	WP_011243921.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:10001728	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03635	WP_011243922.1	GO:0015803	involved_in	P	IEA	PMID:33270901	ArchId:10008335	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03635	WP_011243922.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:10008335	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03640	WP_011243923.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11417809	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03640	WP_011243923.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11417809	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03640	WP_011243923.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:11417809	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03645	WP_011243924.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11417798	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03645	WP_011243924.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11417798	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03645	WP_011243924.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:11417798	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03650	WP_011243925.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:TIGR01059.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03650	WP_011243925.1	GO:0003918	enables	F	IEA	PMID:33270901	HMM:TIGR01059.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03650	WP_011243925.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR01059.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03650	WP_011243925.1	GO:0005694	located_in	C	IEA	PMID:33270901	HMM:TIGR01059.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03650	WP_011243925.1	GO:0006265	involved_in	P	IEA	PMID:33270901	HMM:TIGR01059.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03655	WP_011378489.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00174.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03655	WP_011378489.1	GO:0006400	involved_in	P	IEA	PMID:33270901	HMM:TIGR00174.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03655	WP_011378489.1	GO:0052381	enables	F	IEA	PMID:33270901	HMM:TIGR00174.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03675	WP_011243931.1	GO:0005886	located_in	C	IEA	PMID:33270901	ArchId:11471937	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03675	WP_011243931.1	GO:0043683	involved_in	P	IEA	PMID:33270901	ArchId:11471937	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03690	WP_231621377.1	GO:0008198	enables	F	IEA	PMID:33270901	ArchId:10790396	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03690	WP_231621377.1	GO:0016705	enables	F	IEA	PMID:33270901	ArchId:10790396	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03700	WP_011243936.1	GO:0009523	located_in	C	IEA	PMID:33270901	HMM:TIGR03047.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03700	WP_011243936.1	GO:0009538	located_in	C	IEA	PMID:33270901	HMM:TIGR03047.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03715	WP_039755911.1	GO:0004056	enables	F	IEA	PMID:33270901	HMM:TIGR00838.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03715	WP_039755911.1	GO:0006526	involved_in	P	IEA	PMID:33270901	HMM:TIGR00838.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03720	WP_039755543.1	GO:0004722	enables	F	IEA	PMID:33270901	ArchId:11454553	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03720	WP_039755543.1	GO:0006470	involved_in	P	IEA	PMID:33270901	ArchId:11454553	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03720	WP_039755543.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11454553	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03725	WP_011243942.1	GO:0003924	enables	F	IEA	PMID:33270901	HMM:TIGR00064.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03725	WP_011243942.1	GO:0005047	enables	F	IEA	PMID:33270901	HMM:TIGR00064.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03725	WP_011243942.1	GO:0006614	involved_in	P	IEA	PMID:33270901	HMM:TIGR00064.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03725	WP_011243942.1	GO:0009306	involved_in	P	IEA	PMID:33270901	HMM:TIGR00064.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03730	WP_011243943.1	GO:0006353	involved_in	P	IEA	PMID:33270901	HMM:TIGR01951.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03735	WP_011378480.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10006800	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03745	WP_011378479.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:NF001413.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03745	WP_011378479.1	GO:0006457	involved_in	P	IEA	PMID:33270901	HMM:NF001413.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03745	WP_011378479.1	GO:0016887	enables	F	IEA	PMID:33270901	HMM:NF001413.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03755	WP_011378478.1	GO:0000156	enables	F	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03755	WP_011378478.1	GO:0000160	involved_in	P	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03755	WP_011378478.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03755	WP_011378478.1	GO:0006355	involved_in	P	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03775	WP_011378476.1	GO:0004478	enables	F	IEA	PMID:33270901	HMM:TIGR01034.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03775	WP_011378476.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR01034.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03775	WP_011378476.1	GO:0006556	involved_in	P	IEA	PMID:33270901	HMM:TIGR01034.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03780	WP_011378475.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:10167365	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03780	WP_011378475.1	GO:0005975	involved_in	P	IEA	PMID:33270901	ArchId:10167365	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03780	WP_011378475.1	GO:0016310	involved_in	P	IEA	PMID:33270901	ArchId:10167365	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03780	WP_011378475.1	GO:0019200	enables	F	IEA	PMID:33270901	ArchId:10167365	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03785	WP_011378474.1	GO:0004668	enables	F	IEA	PMID:33270901	ArchId:10006811	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03785	WP_011378474.1	GO:0009446	involved_in	P	IEA	PMID:33270901	ArchId:10006811	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03790	WP_272912061.1	GO:0003886	enables	F	IEA	PMID:33270901	HMM:TIGR00675.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03790	WP_272912061.1	GO:0006304	involved_in	P	IEA	PMID:33270901	HMM:TIGR00675.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03805	WP_011378473.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10611956	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03805	WP_011378473.1	GO:0030420	involved_in	P	IEA	PMID:33270901	ArchId:10611956	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03810	WP_011378472.1	GO:0004820	enables	F	IEA	PMID:33270901	HMM:TIGR00388.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03810	WP_011378472.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR00388.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03810	WP_011378472.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00388.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03810	WP_011378472.1	GO:0006426	involved_in	P	IEA	PMID:33270901	HMM:TIGR00388.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03830	WP_039755550.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:11427312	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03835	WP_011243962.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11471962	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03835	WP_011243962.1	GO:0043683	involved_in	P	IEA	PMID:33270901	ArchId:11471962	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03835	WP_011243962.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11471962	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03845	WP_234910001.1	GO:0043107	involved_in	P	IEA	PMID:33270901	ArchId:10524071	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03845	WP_234910001.1	GO:0043683	involved_in	P	IEA	PMID:33270901	ArchId:10524071	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03860	WP_011378467.1	GO:0008379	enables	F	IEA	PMID:33270901	HMM:NF009668.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03860	WP_011378467.1	GO:0098869	involved_in	P	IEA	PMID:33270901	HMM:NF009668.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03865	WP_011378466.1	GO:0005525	enables	F	IEA	PMID:33270901	HMM:TIGR03156.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03875	WP_011243970.1	GO:0006508	involved_in	P	IEA	PMID:33270901	HMM:TIGR00500.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03875	WP_011243970.1	GO:0070006	enables	F	IEA	PMID:33270901	HMM:TIGR00500.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03890	WP_011378465.1	GO:0005886	located_in	C	IEA	PMID:33270901	HMM:TIGR02138.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03890	WP_011378465.1	GO:0006817	involved_in	P	IEA	PMID:33270901	HMM:TIGR02138.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03890	WP_011378465.1	GO:0015415	enables	F	IEA	PMID:33270901	HMM:TIGR02138.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03890	WP_011378465.1	GO:0055052	located_in	C	IEA	PMID:33270901	HMM:TIGR02138.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03895	WP_011243974.1	GO:0005886	located_in	C	IEA	PMID:33270901	HMM:TIGR00974.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03895	WP_011243974.1	GO:0006817	involved_in	P	IEA	PMID:33270901	HMM:TIGR00974.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03895	WP_011243974.1	GO:0015415	enables	F	IEA	PMID:33270901	HMM:TIGR00974.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03895	WP_011243974.1	GO:0055052	located_in	C	IEA	PMID:33270901	HMM:TIGR00974.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03900	WP_011378464.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR00972.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03900	WP_011378464.1	GO:0006817	involved_in	P	IEA	PMID:33270901	HMM:TIGR00972.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03900	WP_011378464.1	GO:0009898	located_in	C	IEA	PMID:33270901	HMM:TIGR00972.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03900	WP_011378464.1	GO:0015415	enables	F	IEA	PMID:33270901	HMM:TIGR00972.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03900	WP_011378464.1	GO:0055052	located_in	C	IEA	PMID:33270901	HMM:TIGR00972.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03905	WP_011378463.1	GO:0003723	enables	F	IEA	PMID:33270901	HMM:TIGR03591.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03905	WP_011378463.1	GO:0004654	enables	F	IEA	PMID:33270901	HMM:TIGR03591.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03905	WP_011378463.1	GO:0006402	involved_in	P	IEA	PMID:33270901	HMM:TIGR03591.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03910	WP_011243977.1	GO:0016491	enables	F	IEA	PMID:33270901	HMM:NF045688.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03925	WP_011243979.1	GO:0004822	enables	F	IEA	PMID:33270901	HMM:TIGR00392.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03925	WP_011243979.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR00392.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03925	WP_011243979.1	GO:0006428	involved_in	P	IEA	PMID:33270901	HMM:TIGR00392.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03930	WP_011243980.1	GO:0006979	involved_in	P	IEA	PMID:33270901	HMM:TIGR00401.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03930	WP_011243980.1	GO:0008113	enables	F	IEA	PMID:33270901	HMM:TIGR00401.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03930	WP_011243980.1	GO:0030091	involved_in	P	IEA	PMID:33270901	HMM:TIGR00401.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03930	WP_011243980.1	GO:0033744	enables	F	IEA	PMID:33270901	HMM:TIGR00401.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03940	WP_011243982.1	GO:0009082	involved_in	P	IEA	PMID:33270901	HMM:NF008864.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03940	WP_011243982.1	GO:1990610	enables	F	IEA	PMID:33270901	HMM:NF008864.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03950	WP_011378461.1	GO:0003676	enables	F	IEA	PMID:33270901	ArchId:10008647	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03950	WP_011378461.1	GO:0004519	enables	F	IEA	PMID:33270901	ArchId:10008647	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03965	WP_011378459.1	GO:0005886	located_in	C	IEA	PMID:33270901	ArchId:10002771	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03965	WP_011378459.1	GO:0015031	involved_in	P	IEA	PMID:33270901	ArchId:10002771	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03965	WP_011378459.1	GO:0015252	enables	F	IEA	PMID:33270901	ArchId:10002771	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03970	WP_011243988.1	GO:0005886	located_in	C	IEA	PMID:33270901	ArchId:10494393	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03970	WP_011243988.1	GO:0022857	enables	F	IEA	PMID:33270901	ArchId:10494393	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03970	WP_011243988.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:10494393	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03975	WP_011378458.1	GO:0000098	involved_in	P	IEA	PMID:33270901	ArchId:11458420	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03975	WP_011378458.1	GO:0016783	enables	F	IEA	PMID:33270901	ArchId:11458420	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS03995	WP_011378455.1	GO:0002098	involved_in	P	IEA	PMID:33270901	HMM:TIGR00136.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04005	WP_011243995.1	GO:0005381	enables	F	IEA	PMID:33270901	ArchId:11430572	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04005	WP_011243995.1	GO:0033573	located_in	C	IEA	PMID:33270901	ArchId:11430572	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04005	WP_011243995.1	GO:0034755	involved_in	P	IEA	PMID:33270901	ArchId:11430572	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04010	WP_011243996.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR01172.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04010	WP_011243996.1	GO:0009001	enables	F	IEA	PMID:33270901	HMM:TIGR01172.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04010	WP_011243996.1	GO:0019344	involved_in	P	IEA	PMID:33270901	HMM:TIGR01172.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04020	WP_011243998.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11426483	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04020	WP_011243998.1	GO:0003700	enables	F	IEA	PMID:33270901	ArchId:11426483	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04020	WP_011243998.1	GO:0006355	involved_in	P	IEA	PMID:33270901	ArchId:11426483	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04025	WP_011243999.1	GO:0055052	located_in	C	IEA	PMID:33270901	ArchId:11447308	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04025	WP_011243999.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:11447308	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04030	WP_011244000.1	GO:0000160	involved_in	P	IEA	PMID:33270901	HMM:NF045944.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04030	WP_011244000.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:NF045944.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04035	WP_011244001.1	GO:0004824	enables	F	IEA	PMID:33270901	HMM:TIGR00499.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04035	WP_011244001.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR00499.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04035	WP_011244001.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00499.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04035	WP_011244001.1	GO:0006430	involved_in	P	IEA	PMID:33270901	HMM:TIGR00499.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04040	WP_011244002.1	GO:0008168	enables	F	IEA	PMID:33270901	ArchId:10789277	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04040	WP_011244002.1	GO:1904047	enables	F	IEA	PMID:33270901	ArchId:10789277	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04045	WP_011378453.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10172164	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04060	WP_011378451.1	GO:0004019	enables	F	IEA	PMID:33270901	HMM:NF002223.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04060	WP_011378451.1	GO:0005525	enables	F	IEA	PMID:33270901	HMM:NF002223.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04060	WP_011378451.1	GO:0006164	involved_in	P	IEA	PMID:33270901	HMM:NF002223.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04075	WP_011244009.1	GO:0016647	enables	F	IEA	PMID:33270901	HMM:TIGR02352.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04075	WP_011244009.1	GO:0050660	enables	F	IEA	PMID:33270901	HMM:TIGR02352.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04080	WP_011378448.1	GO:0003680	enables	F	IEA	PMID:33270901	ArchId:10507306	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04100	WP_231621378.1	GO:0004668	enables	F	IEA	PMID:33270901	ArchId:10006811	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04100	WP_231621378.1	GO:0009446	involved_in	P	IEA	PMID:33270901	ArchId:10006811	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04105	WP_011244014.1	GO:0009408	involved_in	P	IEA	PMID:33270901	ArchId:11414641	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04105	WP_011244014.1	GO:0042802	enables	F	IEA	PMID:33270901	ArchId:11414641	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04120	WP_011378444.1	GO:0006364	involved_in	P	IEA	PMID:33270901	HMM:TIGR00250.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04130	WP_011244019.1	GO:0008962	enables	F	IEA	PMID:33270901	HMM:TIGR01668.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04140	WP_011244021.1	GO:0015078	enables	F	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04140	WP_011244021.1	GO:0015297	enables	F	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04140	WP_011244021.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04140	WP_011244021.1	GO:1902600	involved_in	P	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04145	WP_011244022.1	GO:0004818	enables	F	IEA	PMID:33270901	HMM:TIGR00464.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04145	WP_011244022.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:TIGR00464.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04145	WP_011244022.1	GO:0006424	involved_in	P	IEA	PMID:33270901	HMM:TIGR00464.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04150	WP_011378443.1	GO:0004519	enables	F	IEA	PMID:33270901	ArchId:11466458	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04150	WP_011378443.1	GO:0004527	enables	F	IEA	PMID:33270901	ArchId:11466458	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04150	WP_011378443.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11466458	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04150	WP_011378443.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11466458	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04150	WP_011378443.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11466458	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04155	WP_011378442.1	GO:0016491	enables	F	IEA	PMID:33270901	ArchId:11416738	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04155	WP_011378442.1	GO:0070401	enables	F	IEA	PMID:33270901	ArchId:11416738	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04155	WP_011378442.1	GO:0070403	enables	F	IEA	PMID:33270901	ArchId:11416738	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04160	WP_039755558.1	GO:0003824	enables	F	IEA	PMID:33270901	HMM:NF014585.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04165	WP_231621379.1	GO:0006457	involved_in	P	IEA	PMID:33270901	ArchId:10154716	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04170	WP_011244027.1	GO:0045735	enables	F	IEA	PMID:33270901	HMM:NF012417.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04175	WP_231621380.1	GO:0009055	enables	F	IEA	PMID:33270901	ArchId:11461647	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04175	WP_231621380.1	GO:0020037	enables	F	IEA	PMID:33270901	ArchId:11461647	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04175	WP_231621380.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11461647	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04180	WP_011378438.1	GO:0016530	enables	F	IEA	PMID:33270901	HMM:TIGR00075.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04180	WP_011378438.1	GO:0036211	involved_in	P	IEA	PMID:33270901	HMM:TIGR00075.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04190	WP_011378437.1	GO:0005506	enables	F	IEA	PMID:33270901	HMM:TIGR02176.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04190	WP_011378437.1	GO:0016903	enables	F	IEA	PMID:33270901	HMM:TIGR02176.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04190	WP_011378437.1	GO:0022900	involved_in	P	IEA	PMID:33270901	HMM:TIGR02176.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04190	WP_011378437.1	GO:0030976	enables	F	IEA	PMID:33270901	HMM:TIGR02176.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04200	WP_011244033.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00539.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04200	WP_011244033.1	GO:0006779	involved_in	P	IEA	PMID:33270901	HMM:TIGR00539.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04200	WP_011244033.1	GO:0051539	enables	F	IEA	PMID:33270901	HMM:TIGR00539.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
