locus_tag	pass00399_search_observation	pass00399_search_ids	source_integrity	admitted_evidence
M744_RS03260	exact_sequence_unique	gnl|PRJNA209528|M744_03385	unverified_transport	no
M744_RS03265	exact_sequence_unique	gnl|PRJNA209528|M744_03390	unverified_transport	no
M744_RS03270	exact_sequence_unique	gnl|PRJNA209528|M744_03395	unverified_transport	no
M744_RS03275	exact_sequence_unique	gnl|PRJNA209528|M744_03400	unverified_transport	no
M744_RS03280	absent		unverified_transport	no
M744_RS03285	exact_sequence_unique	gnl|PRJNA209528|M744_03410	unverified_transport	no
M744_RS03290	exact_sequence_unique	gnl|PRJNA209528|M744_03415	unverified_transport	no
M744_RS03295	exact_sequence_unique	gnl|PRJNA209528|M744_03420	unverified_transport	no
M744_RS03300	exact_sequence_unique	gnl|PRJNA209528|M744_03425	unverified_transport	no
M744_RS03305	exact_sequence_unique	gnl|PRJNA209528|M744_03430	unverified_transport	no
M744_RS03310	exact_sequence_unique	gnl|PRJNA209528|M744_03435	unverified_transport	no
M744_RS03315	exact_sequence_unique	gnl|PRJNA209528|M744_03440	unverified_transport	no
M744_RS03320	exact_sequence_unique	gnl|PRJNA209528|M744_03445	unverified_transport	no
M744_RS03325	exact_sequence_unique	gnl|PRJNA209528|M744_03450	unverified_transport	no
M744_RS03330	exact_sequence_unique	gnl|PRJNA209528|M744_03455	unverified_transport	no
M744_RS03335	exact_sequence_unique	gnl|PRJNA209528|M744_03460	unverified_transport	no
M744_RS03340	exact_sequence_unique	gnl|PRJNA209528|M744_03465	unverified_transport	no
M744_RS03345	exact_sequence_unique	gnl|PRJNA209528|M744_03470	unverified_transport	no
M744_RS03350	exact_sequence_unique	gnl|PRJNA209528|M744_03475	unverified_transport	no
M744_RS03355	exact_sequence_unique	gnl|PRJNA209528|M744_03480	unverified_transport	no
M744_RS03360	exact_sequence_unique	gnl|PRJNA209528|M744_03485	unverified_transport	no
M744_RS03365	exact_sequence_unique	gnl|PRJNA209528|M744_03490	unverified_transport	no
M744_RS03370	exact_sequence_unique	gnl|PRJNA209528|M744_03495	unverified_transport	no
M744_RS03375	exact_sequence_unique	gnl|PRJNA209528|M744_03500	unverified_transport	no
M744_RS03390	exact_sequence_unique	gnl|PRJNA209528|M744_03515	unverified_transport	no
M744_RS03395	exact_sequence_unique	gnl|PRJNA209528|M744_03520	unverified_transport	no
M744_RS03400	exact_sequence_unique	gnl|PRJNA209528|M744_03525	unverified_transport	no
M744_RS03405	exact_sequence_unique	gnl|PRJNA209528|M744_03530	unverified_transport	no
M744_RS03410	exact_sequence_unique	gnl|PRJNA209528|M744_03535	unverified_transport	no
M744_RS03415	exact_sequence_unique	gnl|PRJNA209528|M744_03540	unverified_transport	no
M744_RS03420	absent		unverified_transport	no
M744_RS03425	absent		unverified_transport	no
M744_RS03430	exact_sequence_unique	gnl|PRJNA209528|M744_03555	unverified_transport	no
M744_RS03435	exact_sequence_unique	gnl|PRJNA209528|M744_03560	unverified_transport	no
M744_RS03440	exact_sequence_unique	gnl|PRJNA209528|M744_03565	unverified_transport	no
M744_RS03445	exact_sequence_unique	gnl|PRJNA209528|M744_03570	unverified_transport	no
M744_RS03450	exact_sequence_unique	gnl|PRJNA209528|M744_03575	unverified_transport	no
M744_RS03455	exact_sequence_unique	gnl|PRJNA209528|M744_03580	unverified_transport	no
M744_RS03460	exact_sequence_unique	gnl|PRJNA209528|M744_03585	unverified_transport	no
M744_RS03465	exact_sequence_unique	gnl|PRJNA209528|M744_03590	unverified_transport	no
M744_RS03470	exact_sequence_unique	gnl|PRJNA209528|M744_03595	unverified_transport	no
M744_RS03475	absent		unverified_transport	no
M744_RS03480	exact_sequence_unique	gnl|PRJNA209528|M744_03605	unverified_transport	no
M744_RS03485	exact_sequence_unique	gnl|PRJNA209528|M744_03610	unverified_transport	no
M744_RS03490	exact_sequence_unique	gnl|PRJNA209528|M744_03615	unverified_transport	no
M744_RS03495	exact_sequence_unique	gnl|PRJNA209528|M744_03620	unverified_transport	no
M744_RS03500	absent		unverified_transport	no
M744_RS03505	exact_sequence_unique	gnl|PRJNA209528|M744_03630	unverified_transport	no
M744_RS03510	exact_sequence_unique	gnl|PRJNA209528|M744_03635	unverified_transport	no
M744_RS03515	exact_sequence_unique	gnl|PRJNA209528|M744_03640	unverified_transport	no
M744_RS03525	exact_sequence_unique	gnl|PRJNA209528|M744_03655	unverified_transport	no
M744_RS03530	exact_sequence_unique	gnl|PRJNA209528|M744_03660	unverified_transport	no
M744_RS03535	exact_sequence_unique	gnl|PRJNA209528|M744_03665	unverified_transport	no
M744_RS03545	exact_sequence_unique	gnl|PRJNA209528|M744_03675	unverified_transport	no
M744_RS03550	exact_sequence_unique	gnl|PRJNA209528|M744_03680	unverified_transport	no
M744_RS03555	exact_sequence_unique	gnl|PRJNA209528|M744_03685	unverified_transport	no
M744_RS03560	exact_sequence_unique	gnl|PRJNA209528|M744_03690	unverified_transport	no
M744_RS03565	exact_sequence_unique	gnl|PRJNA209528|M744_03695	unverified_transport	no
M744_RS03575	exact_sequence_unique	gnl|PRJNA209528|M744_03705	unverified_transport	no
M744_RS03580	exact_sequence_unique	gnl|PRJNA209528|M744_03710	unverified_transport	no
M744_RS03585	absent		unverified_transport	no
M744_RS03590	exact_sequence_unique	gnl|PRJNA209528|M744_03720	unverified_transport	no
M744_RS03595	exact_sequence_unique	gnl|PRJNA209528|M744_03725	unverified_transport	no
M744_RS03600	exact_sequence_unique	gnl|PRJNA209528|M744_03730	unverified_transport	no
M744_RS03605	exact_sequence_unique	gnl|PRJNA209528|M744_03735	unverified_transport	no
M744_RS03610	exact_sequence_unique	gnl|PRJNA209528|M744_03740	unverified_transport	no
M744_RS03615	exact_sequence_unique	gnl|PRJNA209528|M744_03745	unverified_transport	no
M744_RS03620	exact_sequence_unique	gnl|PRJNA209528|M744_03750	unverified_transport	no
M744_RS03625	exact_sequence_unique	gnl|PRJNA209528|M744_03755	unverified_transport	no
M744_RS03630	exact_sequence_unique	gnl|PRJNA209528|M744_03760	unverified_transport	no
M744_RS03635	exact_sequence_unique	gnl|PRJNA209528|M744_03765	unverified_transport	no
M744_RS03640	exact_sequence_unique	gnl|PRJNA209528|M744_03770	unverified_transport	no
M744_RS03645	absent		unverified_transport	no
M744_RS03650	exact_sequence_unique	gnl|PRJNA209528|M744_03785	unverified_transport	no
M744_RS03655	exact_sequence_unique	gnl|PRJNA209528|M744_03790	unverified_transport	no
M744_RS03665	exact_sequence_unique	gnl|PRJNA209528|M744_03800	unverified_transport	no
M744_RS03670	exact_sequence_unique	gnl|PRJNA209528|M744_03805	unverified_transport	no
M744_RS03675	exact_sequence_unique	gnl|PRJNA209528|M744_03810	unverified_transport	no
M744_RS03680	exact_sequence_unique	gnl|PRJNA209528|M744_03815	unverified_transport	no
M744_RS03690	absent		unverified_transport	no
M744_RS03700	exact_sequence_unique	gnl|PRJNA209528|M744_03830	unverified_transport	no
M744_RS03705	exact_sequence_unique	gnl|PRJNA209528|M744_03835	unverified_transport	no
M744_RS03710	absent		unverified_transport	no
M744_RS03715	exact_sequence_unique	gnl|PRJNA209528|M744_03845	unverified_transport	no
M744_RS03720	exact_sequence_unique	gnl|PRJNA209528|M744_03855	unverified_transport	no
M744_RS03725	exact_sequence_unique	gnl|PRJNA209528|M744_03860	unverified_transport	no
M744_RS03730	exact_sequence_unique	gnl|PRJNA209528|M744_03865	unverified_transport	no
M744_RS03735	exact_sequence_unique	gnl|PRJNA209528|M744_03870	unverified_transport	no
M744_RS03740	exact_sequence_unique	gnl|PRJNA209528|M744_03875	unverified_transport	no
M744_RS03745	exact_sequence_unique	gnl|PRJNA209528|M744_03880	unverified_transport	no
M744_RS03750	exact_sequence_unique	gnl|PRJNA209528|M744_03885	unverified_transport	no
M744_RS03755	exact_sequence_unique	gnl|PRJNA209528|M744_03890	unverified_transport	no
M744_RS03765	exact_sequence_unique	gnl|PRJNA209528|M744_03900	unverified_transport	no
M744_RS03770	exact_sequence_unique	gnl|PRJNA209528|M744_03905	unverified_transport	no
M744_RS03775	exact_sequence_unique	gnl|PRJNA209528|M744_03910	unverified_transport	no
M744_RS03780	exact_sequence_unique	gnl|PRJNA209528|M744_03915	unverified_transport	no
M744_RS03785	exact_sequence_unique	gnl|PRJNA209528|M744_03920	unverified_transport	no
M744_RS03790	absent		unverified_transport	no
M744_RS03795	exact_sequence_unique	gnl|PRJNA209528|M744_03930	unverified_transport	no
M744_RS03805	exact_sequence_unique	gnl|PRJNA209528|M744_03940	unverified_transport	no
M744_RS03810	exact_sequence_unique	gnl|PRJNA209528|M744_03945	unverified_transport	no
M744_RS03815	exact_sequence_unique	gnl|PRJNA209528|M744_03950	unverified_transport	no
M744_RS03820	exact_sequence_unique	gnl|PRJNA209528|M744_03955	unverified_transport	no
M744_RS03830	exact_sequence_unique	gnl|PRJNA209528|M744_03965	unverified_transport	no
M744_RS03835	exact_sequence_unique	gnl|PRJNA209528|M744_03970	unverified_transport	no
M744_RS03840	exact_sequence_unique	gnl|PRJNA209528|M744_03975	unverified_transport	no
M744_RS03845	absent		unverified_transport	no
M744_RS03850	exact_sequence_unique	gnl|PRJNA209528|M744_03985	unverified_transport	no
M744_RS03855	exact_sequence_unique	gnl|PRJNA209528|M744_03990	unverified_transport	no
M744_RS03860	exact_sequence_unique	gnl|PRJNA209528|M744_03995	unverified_transport	no
M744_RS03865	exact_sequence_unique	gnl|PRJNA209528|M744_04000	unverified_transport	no
M744_RS03870	exact_sequence_unique	gnl|PRJNA209528|M744_04005	unverified_transport	no
M744_RS03875	exact_sequence_unique	gnl|PRJNA209528|M744_04010	unverified_transport	no
M744_RS03880	exact_sequence_unique	gnl|PRJNA209528|M744_04015	unverified_transport	no
M744_RS03885	exact_sequence_unique	gnl|PRJNA209528|M744_04020	unverified_transport	no
M744_RS03890	exact_sequence_unique	gnl|PRJNA209528|M744_04025	unverified_transport	no
M744_RS03895	exact_sequence_unique	gnl|PRJNA209528|M744_04030	unverified_transport	no
M744_RS03900	exact_sequence_unique	gnl|PRJNA209528|M744_04035	unverified_transport	no
M744_RS03905	exact_sequence_unique	gnl|PRJNA209528|M744_04040	unverified_transport	no
M744_RS03910	exact_sequence_unique	gnl|PRJNA209528|M744_04045	unverified_transport	no
M744_RS03920	exact_sequence_unique	gnl|PRJNA209528|M744_04055	unverified_transport	no
M744_RS03925	exact_sequence_unique	gnl|PRJNA209528|M744_04060	unverified_transport	no
M744_RS03930	exact_sequence_unique	gnl|PRJNA209528|M744_04065	unverified_transport	no
M744_RS03935	exact_sequence_unique	gnl|PRJNA209528|M744_04070	unverified_transport	no
M744_RS03940	exact_sequence_unique	gnl|PRJNA209528|M744_04075	unverified_transport	no
M744_RS03945	exact_sequence_unique	gnl|PRJNA209528|M744_04080	unverified_transport	no
M744_RS03950	exact_sequence_unique	gnl|PRJNA209528|M744_04085	unverified_transport	no
M744_RS03955	exact_sequence_unique	gnl|PRJNA209528|M744_04090	unverified_transport	no
M744_RS03960	exact_sequence_unique	gnl|PRJNA209528|M744_04095	unverified_transport	no
M744_RS03965	exact_sequence_unique	gnl|PRJNA209528|M744_04100	unverified_transport	no
M744_RS03970	exact_sequence_unique	gnl|PRJNA209528|M744_04105	unverified_transport	no
M744_RS03975	exact_sequence_unique	gnl|PRJNA209528|M744_04110	unverified_transport	no
M744_RS03980	exact_sequence_unique	gnl|PRJNA209528|M744_04115	unverified_transport	no
M744_RS03985	exact_sequence_unique	gnl|PRJNA209528|M744_04120	unverified_transport	no
M744_RS03990	exact_sequence_unique	gnl|PRJNA209528|M744_04125	unverified_transport	no
M744_RS03995	exact_sequence_unique	gnl|PRJNA209528|M744_04130	unverified_transport	no
M744_RS04000	exact_sequence_unique	gnl|PRJNA209528|M744_04135	unverified_transport	no
M744_RS04005	exact_sequence_unique	gnl|PRJNA209528|M744_04140	unverified_transport	no
M744_RS04010	exact_sequence_unique	gnl|PRJNA209528|M744_04145	unverified_transport	no
M744_RS04015	exact_sequence_unique	gnl|PRJNA209528|M744_04150	unverified_transport	no
M744_RS04020	exact_sequence_unique	gnl|PRJNA209528|M744_04155	unverified_transport	no
M744_RS04025	exact_sequence_unique	gnl|PRJNA209528|M744_04160	unverified_transport	no
M744_RS04030	exact_sequence_unique	gnl|PRJNA209528|M744_04165	unverified_transport	no
M744_RS04035	exact_sequence_unique	gnl|PRJNA209528|M744_04170	unverified_transport	no
M744_RS04040	exact_sequence_unique	gnl|PRJNA209528|M744_04180	unverified_transport	no
M744_RS04045	exact_sequence_unique	gnl|PRJNA209528|M744_04185	unverified_transport	no
M744_RS04050	exact_sequence_unique	gnl|PRJNA209528|M744_04190	unverified_transport	no
M744_RS04055	exact_sequence_unique	gnl|PRJNA209528|M744_04195	unverified_transport	no
M744_RS04060	exact_sequence_unique	gnl|PRJNA209528|M744_04200	unverified_transport	no
M744_RS04065	exact_sequence_unique	gnl|PRJNA209528|M744_04205	unverified_transport	no
M744_RS04070	absent		unverified_transport	no
M744_RS04075	exact_sequence_unique	gnl|PRJNA209528|M744_04215	unverified_transport	no
M744_RS04080	exact_sequence_unique	gnl|PRJNA209528|M744_04220	unverified_transport	no
M744_RS04095	exact_sequence_unique	gnl|PRJNA209528|M744_04240	unverified_transport	no
M744_RS04100	absent		unverified_transport	no
M744_RS04105	exact_sequence_unique	gnl|PRJNA209528|M744_04255	unverified_transport	no
M744_RS04110	exact_sequence_unique	gnl|PRJNA209528|M744_04260	unverified_transport	no
M744_RS04115	exact_sequence_unique	gnl|PRJNA209528|M744_04265	unverified_transport	no
M744_RS04120	exact_sequence_unique	gnl|PRJNA209528|M744_04270	unverified_transport	no
M744_RS04125	exact_sequence_unique	gnl|PRJNA209528|M744_04275	unverified_transport	no
M744_RS04130	exact_sequence_unique	gnl|PRJNA209528|M744_04280	unverified_transport	no
M744_RS04135	exact_sequence_unique	gnl|PRJNA209528|M744_04285	unverified_transport	no
M744_RS04140	exact_sequence_unique	gnl|PRJNA209528|M744_04290	unverified_transport	no
M744_RS04145	exact_sequence_unique	gnl|PRJNA209528|M744_04295	unverified_transport	no
M744_RS04150	exact_sequence_unique	gnl|PRJNA209528|M744_04300	unverified_transport	no
M744_RS04155	exact_sequence_unique	gnl|PRJNA209528|M744_04305	unverified_transport	no
M744_RS04160	exact_sequence_unique	gnl|PRJNA209528|M744_04310	unverified_transport	no
M744_RS04165	absent		unverified_transport	no
M744_RS04170	exact_sequence_unique	gnl|PRJNA209528|M744_04320	unverified_transport	no
M744_RS04175	absent		unverified_transport	no
M744_RS04180	exact_sequence_unique	gnl|PRJNA209528|M744_04330	unverified_transport	no
M744_RS04185	exact_sequence_unique	gnl|PRJNA209528|M744_04335	unverified_transport	no
M744_RS04190	exact_sequence_unique	gnl|PRJNA209528|M744_04340	unverified_transport	no
M744_RS04195	exact_sequence_unique	gnl|PRJNA209528|M744_04345	unverified_transport	no
M744_RS04200	exact_sequence_unique	gnl|PRJNA209528|M744_04350	unverified_transport	no
M744_RS04205	exact_sequence_unique	gnl|PRJNA209528|M744_04355	unverified_transport	no
M744_RS04210	exact_sequence_unique	gnl|PRJNA209528|M744_04360	unverified_transport	no
M744_RS04215	exact_sequence_unique	gnl|PRJNA209528|M744_04365	unverified_transport	no
M744_RS04220	exact_sequence_unique	gnl|PRJNA209528|M744_04370	unverified_transport	no
M744_RS04225	exact_sequence_unique	gnl|PRJNA209528|M744_04375	unverified_transport	no
M744_RS04230	exact_sequence_unique	gnl|PRJNA209528|M744_04380	unverified_transport	no
M744_RS04235	exact_sequence_unique	gnl|PRJNA209528|M744_04385	unverified_transport	no
M744_RS04240	exact_sequence_unique	gnl|PRJNA209528|M744_04390	unverified_transport	no
M744_RS04245	exact_sequence_unique	gnl|PRJNA209528|M744_04395	unverified_transport	no
M744_RS04250	exact_sequence_unique	gnl|PRJNA209528|M744_04400	unverified_transport	no
M744_RS04255	exact_sequence_unique	gnl|PRJNA209528|M744_04405	unverified_transport	no
M744_RS04260	absent		unverified_transport	no
M744_RS04265	exact_sequence_unique	gnl|PRJNA209528|M744_04415	unverified_transport	no
M744_RS04270	exact_sequence_unique	gnl|PRJNA209528|M744_04420	unverified_transport	no
M744_RS04280	exact_sequence_unique	gnl|PRJNA209528|M744_04430	unverified_transport	no
M744_RS04285	exact_sequence_unique	gnl|PRJNA209528|M744_04435	unverified_transport	no
M744_RS04290	absent		unverified_transport	no
M744_RS04295	exact_sequence_unique	gnl|PRJNA209528|M744_04445	unverified_transport	no
M744_RS04300	exact_sequence_unique	gnl|PRJNA209528|M744_04450	unverified_transport	no
M744_RS04305	exact_sequence_unique	gnl|PRJNA209528|M744_04455	unverified_transport	no
M744_RS04310	absent		unverified_transport	no
M744_RS04315	exact_sequence_unique	gnl|PRJNA209528|M744_04465	unverified_transport	no
M744_RS04320	absent		unverified_transport	no
M744_RS04325	exact_sequence_unique	gnl|PRJNA209528|M744_04475	unverified_transport	no
M744_RS04330	absent		unverified_transport	no
M744_RS04335	exact_sequence_unique	gnl|PRJNA209528|M744_04485	unverified_transport	no
M744_RS04340	exact_sequence_unique	gnl|PRJNA209528|M744_04490	unverified_transport	no
M744_RS04345	exact_sequence_unique	gnl|PRJNA209528|M744_04495	unverified_transport	no
M744_RS04350	exact_sequence_unique	gnl|PRJNA209528|M744_04500	unverified_transport	no
M744_RS04355	exact_sequence_unique	gnl|PRJNA209528|M744_04505	unverified_transport	no
M744_RS04360	exact_sequence_unique	gnl|PRJNA209528|M744_04510	unverified_transport	no
M744_RS04365	exact_sequence_unique	gnl|PRJNA209528|M744_04515	unverified_transport	no
M744_RS04370	exact_sequence_unique	gnl|PRJNA209528|M744_04520	unverified_transport	no
M744_RS04375	exact_sequence_unique	gnl|PRJNA209528|M744_04525	unverified_transport	no
M744_RS04380	absent		unverified_transport	no
M744_RS04385	absent		unverified_transport	no
M744_RS04390	absent		unverified_transport	no
M744_RS04395	exact_sequence_unique	gnl|PRJNA209528|M744_04550	unverified_transport	no
M744_RS04400	exact_sequence_unique	gnl|PRJNA209528|M744_04555	unverified_transport	no
M744_RS04405	exact_sequence_unique	gnl|PRJNA209528|M744_04560	unverified_transport	no
M744_RS04410	exact_sequence_unique	gnl|PRJNA209528|M744_04565	unverified_transport	no
M744_RS04415	exact_sequence_unique	gnl|PRJNA209528|M744_04570	unverified_transport	no
M744_RS04420	exact_sequence_unique	gnl|PRJNA209528|M744_04575	unverified_transport	no
M744_RS04425	exact_sequence_unique	gnl|PRJNA209528|M744_04580	unverified_transport	no
M744_RS04430	exact_sequence_unique	gnl|PRJNA209528|M744_04590	unverified_transport	no
M744_RS04435	exact_sequence_unique	gnl|PRJNA209528|M744_04600	unverified_transport	no
M744_RS04440	exact_sequence_unique	gnl|PRJNA209528|M744_04605	unverified_transport	no
M744_RS04445	exact_sequence_unique	gnl|PRJNA209528|M744_04610	unverified_transport	no
M744_RS04450	exact_sequence_unique	gnl|PRJNA209528|M744_04615	unverified_transport	no
M744_RS04455	exact_sequence_unique	gnl|PRJNA209528|M744_04625	unverified_transport	no
M744_RS04460	exact_sequence_unique	gnl|PRJNA209528|M744_04630	unverified_transport	no
M744_RS04465	exact_sequence_unique	gnl|PRJNA209528|M744_04635	unverified_transport	no
M744_RS04470	exact_sequence_unique	gnl|PRJNA209528|M744_04640	unverified_transport	no
M744_RS04475	exact_sequence_unique	gnl|PRJNA209528|M744_04645	unverified_transport	no
M744_RS04480	exact_sequence_unique	gnl|PRJNA209528|M744_04650	unverified_transport	no
M744_RS04485	exact_sequence_unique	gnl|PRJNA209528|M744_04655	unverified_transport	no
M744_RS04490	exact_sequence_unique	gnl|PRJNA209528|M744_04660	unverified_transport	no
M744_RS04495	exact_sequence_unique	gnl|PRJNA209528|M744_04665	unverified_transport	no
M744_RS04500	exact_sequence_unique	gnl|PRJNA209528|M744_04675	unverified_transport	no
M744_RS04505	exact_sequence_unique	gnl|PRJNA209528|M744_04680	unverified_transport	no
M744_RS04510	exact_sequence_unique	gnl|PRJNA209528|M744_04685	unverified_transport	no
M744_RS04515	exact_sequence_unique	gnl|PRJNA209528|M744_04695	unverified_transport	no
M744_RS04520	exact_sequence_unique	gnl|PRJNA209528|M744_04700	unverified_transport	no
M744_RS04525	exact_sequence_unique	gnl|PRJNA209528|M744_04705	unverified_transport	no
M744_RS04530	exact_sequence_unique	gnl|PRJNA209528|M744_04710	unverified_transport	no
M744_RS04535	exact_sequence_unique	gnl|PRJNA209528|M744_04715	unverified_transport	no
M744_RS04540	exact_sequence_unique	gnl|PRJNA209528|M744_04720	unverified_transport	no
M744_RS04545	exact_sequence_unique	gnl|PRJNA209528|M744_04725	unverified_transport	no
M744_RS04550	exact_sequence_unique	gnl|PRJNA209528|M744_04730	unverified_transport	no
M744_RS04555	absent		unverified_transport	no
M744_RS04565	exact_sequence_unique	gnl|PRJNA209528|M744_04750	unverified_transport	no
M744_RS04570	exact_sequence_unique	gnl|PRJNA209528|M744_04755	unverified_transport	no
M744_RS04575	exact_sequence_unique	gnl|PRJNA209528|M744_04760	unverified_transport	no
M744_RS04580	exact_sequence_unique	gnl|PRJNA209528|M744_04765	unverified_transport	no
M744_RS04585	exact_sequence_unique	gnl|PRJNA209528|M744_04770	unverified_transport	no
M744_RS04590	exact_sequence_unique	gnl|PRJNA209528|M744_04775	unverified_transport	no
M744_RS04595	exact_sequence_unique	gnl|PRJNA209528|M744_04780	unverified_transport	no
M744_RS04600	exact_sequence_unique	gnl|PRJNA209528|M744_04785	unverified_transport	no
M744_RS04605	exact_sequence_unique	gnl|PRJNA209528|M744_04790	unverified_transport	no
M744_RS04610	exact_sequence_unique	gnl|PRJNA209528|M744_04795	unverified_transport	no
M744_RS04615	exact_sequence_unique	gnl|PRJNA209528|M744_04800	unverified_transport	no
M744_RS04620	exact_sequence_unique	gnl|PRJNA209528|M744_04805	unverified_transport	no
M744_RS04625	exact_sequence_unique	gnl|PRJNA209528|M744_04810	unverified_transport	no
M744_RS04630	exact_sequence_unique	gnl|PRJNA209528|M744_04815	unverified_transport	no
M744_RS04635	exact_sequence_unique	gnl|PRJNA209528|M744_04820	unverified_transport	no
M744_RS04640	exact_sequence_unique	gnl|PRJNA209528|M744_04825	unverified_transport	no
M744_RS04645	exact_sequence_unique	gnl|PRJNA209528|M744_04830	unverified_transport	no
M744_RS04650	exact_sequence_unique	gnl|PRJNA209528|M744_04835	unverified_transport	no
M744_RS04655	exact_sequence_unique	gnl|PRJNA209528|M744_04840	unverified_transport	no
M744_RS04660	exact_sequence_unique	gnl|PRJNA209528|M744_04845	unverified_transport	no
M744_RS04665	exact_sequence_unique	gnl|PRJNA209528|M744_04850	unverified_transport	no
M744_RS04670	exact_sequence_unique	gnl|PRJNA209528|M744_04855	unverified_transport	no
M744_RS04675	exact_sequence_unique	gnl|PRJNA209528|M744_04860	unverified_transport	no
M744_RS04680	exact_sequence_unique	gnl|PRJNA209528|M744_04865	unverified_transport	no
M744_RS04685	absent		unverified_transport	no
M744_RS04690	absent		unverified_transport	no
M744_RS04695	exact_sequence_unique	gnl|PRJNA209528|M744_04880	unverified_transport	no
M744_RS04700	exact_sequence_unique	gnl|PRJNA209528|M744_04885	unverified_transport	no
M744_RS04705	exact_sequence_unique	gnl|PRJNA209528|M744_04890	unverified_transport	no
M744_RS04710	absent		unverified_transport	no
M744_RS04715	exact_sequence_unique	gnl|PRJNA209528|M744_04900	unverified_transport	no
M744_RS04720	exact_sequence_unique	gnl|PRJNA209528|M744_04905	unverified_transport	no
M744_RS04725	exact_sequence_unique	gnl|PRJNA209528|M744_04915	unverified_transport	no
M744_RS04730	absent		unverified_transport	no
M744_RS04735	exact_sequence_unique	gnl|PRJNA209528|M744_04925	unverified_transport	no
M744_RS04750	exact_sequence_unique	gnl|PRJNA209528|M744_04945	unverified_transport	no
M744_RS04755	exact_sequence_unique	gnl|PRJNA209528|M744_04950	unverified_transport	no
M744_RS04760	exact_sequence_unique	gnl|PRJNA209528|M744_04955	unverified_transport	no
M744_RS04765	exact_sequence_unique	gnl|PRJNA209528|M744_04960	unverified_transport	no
M744_RS04770	exact_sequence_unique	gnl|PRJNA209528|M744_04965	unverified_transport	no
M744_RS04775	exact_sequence_unique	gnl|PRJNA209528|M744_04970	unverified_transport	no
M744_RS04780	exact_sequence_unique	gnl|PRJNA209528|M744_04975	unverified_transport	no
M744_RS04785	exact_sequence_unique	gnl|PRJNA209528|M744_04980	unverified_transport	no
M744_RS04790	exact_sequence_unique	gnl|PRJNA209528|M744_04985	unverified_transport	no
M744_RS04795	exact_sequence_unique	gnl|PRJNA209528|M744_04990	unverified_transport	no
M744_RS04800	exact_sequence_unique	gnl|PRJNA209528|M744_04995	unverified_transport	no
M744_RS04805	exact_sequence_unique	gnl|PRJNA209528|M744_05000	unverified_transport	no
M744_RS04810	exact_sequence_unique	gnl|PRJNA209528|M744_05005	unverified_transport	no
M744_RS04815	exact_sequence_unique	gnl|PRJNA209528|M744_05010	unverified_transport	no
M744_RS04820	exact_sequence_unique	gnl|PRJNA209528|M744_05020	unverified_transport	no
M744_RS04830	exact_sequence_unique	gnl|PRJNA209528|M744_05030	unverified_transport	no
M744_RS04835	absent		unverified_transport	no
M744_RS04840	exact_sequence_unique	gnl|PRJNA209528|M744_05045	unverified_transport	no
M744_RS04845	exact_sequence_unique	gnl|PRJNA209528|M744_05050	unverified_transport	no
M744_RS04850	exact_sequence_unique	gnl|PRJNA209528|M744_05055	unverified_transport	no
M744_RS04855	exact_sequence_unique	gnl|PRJNA209528|M744_05060	unverified_transport	no
M744_RS04870	exact_sequence_unique	gnl|PRJNA209528|M744_05075	unverified_transport	no
M744_RS04875	exact_sequence_unique	gnl|PRJNA209528|M744_05080	unverified_transport	no
M744_RS04880	exact_sequence_unique	gnl|PRJNA209528|M744_05085	unverified_transport	no
M744_RS04885	exact_sequence_unique	gnl|PRJNA209528|M744_05090	unverified_transport	no
M744_RS04890	exact_sequence_unique	gnl|PRJNA209528|M744_05095	unverified_transport	no
M744_RS04895	exact_sequence_unique	gnl|PRJNA209528|M744_05100	unverified_transport	no
M744_RS04900	exact_sequence_unique	gnl|PRJNA209528|M744_05105	unverified_transport	no
M744_RS04905	exact_sequence_unique	gnl|PRJNA209528|M744_05110	unverified_transport	no
M744_RS04910	exact_sequence_unique	gnl|PRJNA209528|M744_05115	unverified_transport	no
M744_RS04920	exact_sequence_unique	gnl|PRJNA209528|M744_05125	unverified_transport	no
M744_RS04930	exact_sequence_unique	gnl|PRJNA209528|M744_05135	unverified_transport	no
M744_RS04935	absent		unverified_transport	no
M744_RS04940	exact_sequence_unique	gnl|PRJNA209528|M744_05150	unverified_transport	no
M744_RS04945	exact_sequence_unique	gnl|PRJNA209528|M744_05155	unverified_transport	no
M744_RS04950	exact_sequence_unique	gnl|PRJNA209528|M744_05160	unverified_transport	no
M744_RS04955	exact_sequence_unique	gnl|PRJNA209528|M744_05165	unverified_transport	no
M744_RS04960	exact_sequence_unique	gnl|PRJNA209528|M744_05170	unverified_transport	no
M744_RS04970	exact_sequence_unique	gnl|PRJNA209528|M744_05180	unverified_transport	no
M744_RS04975	exact_sequence_unique	gnl|PRJNA209528|M744_05185	unverified_transport	no
M744_RS04980	exact_sequence_unique	gnl|PRJNA209528|M744_05190	unverified_transport	no
M744_RS04985	exact_sequence_unique	gnl|PRJNA209528|M744_05195	unverified_transport	no
M744_RS04990	exact_sequence_unique	gnl|PRJNA209528|M744_05200	unverified_transport	no
M744_RS04995	exact_sequence_unique	gnl|PRJNA209528|M744_05205	unverified_transport	no
M744_RS05000	exact_sequence_unique	gnl|PRJNA209528|M744_05210	unverified_transport	no
M744_RS05005	exact_sequence_unique	gnl|PRJNA209528|M744_05215	unverified_transport	no
