tss_id	replicon	type	strand	position	locus_tag	source_start_distance_nt	control_1	control_2	dark_1	dark_2	high_light_1	high_light_2	high_temperature_1	high_temperature_2	dark_log2fc	dark_padj	high_light_log2fc	high_light_padj	high_temperature_log2fc	high_temperature_padj
gTSS-1053184	CP006471	gTSS	-	1053184	M744_RS05485	21	755	661	37	39	1349	1910	551	325	-2.17813712841741	9.69198491485122e-14	2.23837178804551	3.62362568069396e-20	-0.148976501303256	0.692361423300185
gTSS-1057379	CP006471	gTSS	-	1057379	M744_RS05510	68	12233	19468	305	550	6746	7816	5498	4967	-3.22313943440165	2.64585460320174e-26	-0.0716355145509172	0.845006503064526	-0.93707580606298	0.00959434900336757
gTSS+1369282	CP006471	gTSS	+	1369282	M744_RS07045	25	2231	1323	40	88	1734	2444	1507	809	-2.81410611720575	8.11483167875602e-21	1.27060643452175	5.79143428985649e-06	-0.093652141106211	0.835218705703968
gTSS-891203	CP006471	gTSS	-	891203	M744_RS04590	40	387	295	67	79	185	230	223	132	-0.181259981401444	0.5932783032318	0.330092332184102	0.325940283422358	-0.400049795502738	0.33587438368591
gTSS-1703696	CP006471	gTSS	-	1703696	M744_RS08595	34	2416	2293	156	215	5236	7278	1577	769	-1.64060709468788	4.32963705324863e-15	2.44697906422292	9.45819620830428e-36	-0.507627738529876	0.0365798825598172
gTSS-467197	CP006471	gTSS	-	467197	M744_RS02465	118	1341	1817	2187	3263	1014	1371	1326	636	2.80303811372187	8.6128972704302e-39	0.633298924057596	0.00566740268704901	-0.194300353545727	0.546119931857537
gTSS-467160	CP006471	gTSS	-	467160	M744_RS02465	81	1243	1208	18	13	2557	4164	715	427	-4.25782952013926	5.9763340170632e-33	2.4791170204522	8.81165029952121e-24	-0.55374668018266	0.0746110509785511
gTSS-1887330	CP006471	gTSS	-	1887330	M744_RS09425	81	17945	26483	163	253	22329	26130	6770	2783	-4.72827995666672	4.1713476722125e-88	1.17537018877473	5.77055196503409e-07	-1.76466351119201	7.32228080448147e-13
gTSS+1796310	CP006471	gTSS	+	1796310	M744_RS09060	61	3053	4039	45	63	3299	3989	1584	812	-4.01697572954156	6.56605230957597e-54	1.08692495138572	1.70151171657994e-06	-1.05614477666809	3.09308813105694e-05
gTSS-2052793	CP006471	gTSS	-	2052793	M744_RS10245	69	5356	10335	157	179	5875	7276	1625	933	-3.49653531837001	2.37607275475328e-32	0.789706236182879	0.00883613934673739	-2.07840488236596	2.38981634343545e-11
gTSS-2052925	CP006471	gTSS	-	2052925	M744_RS10245	201	278	309	36	60	223	315	242	98	-0.606288105283761	0.0637339915966562	0.910204845307369	0.00235047706755795	-0.33203581811578	0.418963962464207
gTSS+1217052	CP006471	gTSS	+	1217052	M744_RS06270	24	259	245	185	351	10	4	268	170	2.07413105745829	1.11080194021124e-11	-4.10515761057615	1.95467616603232e-16	0.357189853511091	0.407044548880402
gTSS+1770386	CP006471	gTSS	+	1770386	M744_RS08940	50	242	367	8	6	4510	9144	203	103	-3.40847048038962	2.06682944457516e-12	5.4915719025135	4.63796374065193e-83	-0.489276771903918	0.214422870164763
gTSS+1770329	CP006471	gTSS	+	1770329	M744_RS08940	107	28	58	2	0	533	894	10	14	-3.3917620579847	0.00260061503474295	5.0724962195603	7.24567284039954e-36	-1.2285042193875	0.0470480289999627
gTSS+1214867	CP006471	gTSS	+	1214867	M744_RS06265	42	394	321	1	0	280	404	166	145	-7.44616053004784	2.56586067437883e-07	0.970823877886838	0.00718435054545286	-0.563668708145459	0.222442756541226
gTSS-1093126	CP006471	gTSS	-	1093126	M744_RS05695	83	4567	10012	4	0	1754	1592	26	16	-9.71043440948399	4.39806271321425e-23	-1.05292491347353	0.154204841480967	-7.89552183285814	4.7820612419108e-26
gTSS-1093325	CP006471	gTSS	-	1093325	M744_RS05695	282	270	418	95	162	390	459	299	133	0.578828176163954	0.0566147955139308	1.3525152809497	4.05726180226109e-06	-0.196963986801198	0.652551717700073
gTSS+259160	CP006471	gTSS	+	259160	M744_RS01405	135	360	283	86	144	302	363	322	160	0.521014202237045	0.0692575072444636	1.09782176283437	7.03691918481693e-05	0.0856728918333129	0.849598148847681
gTSS-1450400	CP006471	gTSS	-	1450400	M744_RS07425	26	6878	10355	80	171	3197	4302	3129	1667	-4.12554435431762	4.48112364294222e-55	-0.162189286945324	0.57440819393087	-1.32553478137468	2.55751988446256e-06
gTSS-1451124	CP006471	gTSS	-	1451124	M744_RS07425	750	313	300	38	63	107	87	315	167	-0.595546957996126	0.0934920458562271	-0.58477516328194	0.0974708488838537	0.170252252250931	0.73358287225949
gTSS-1886465	CP006471	gTSS	-	1886465	M744_RS09420	377	410	474	24	38	98	125	434	181	-1.82262945950615	7.46615351322837e-08	-0.943343633967185	0.00234385804108023	-0.0636367519009682	0.895936463415886
gTSS-2051951	CP006471	gTSS	-	2051951	M744_RS10235	280	209	267	11	19	208	291	343	153	-1.9804434505485	9.03924802056603e-07	1.10435188446198	0.000448775939083269	0.534687402497657	0.176720642556613
gTSS-2052200	CP006471	gTSS	-	2052200	M744_RS10235	529	242	148	82	102	56	59	370	145	0.955873730505788	0.00723464487650075	-0.704372945179905	0.0672644360737636	0.847973613302445	0.0433388139637023
gTSS+164750	CP006471	gTSS	+	164750	M744_RS00875	24	760	1127	74	125	271	490	376	184	-1.24407471948064	4.66141837331042e-05	-0.294297463883305	0.362646180000667	-1.25605118199418	0.000185213170458672
gTSS+685825	CP006471	gTSS	+	685825	M744_RS03620	38	1250	862	19	26	944	1072	550	370	-3.53027168148745	3.92022389365139e-24	0.98759958135324	0.000526493565761017	-0.619441344223799	0.0733857301113084
gTSS-34289	CP006471	gTSS	-	34289	M744_RS00175	18	340	346	48	57	614	987	301	142	-0.671852986722218	0.0241764967926171	2.24807858115572	4.34249468349338e-18	-0.142049481487874	0.732530869523139
gTSS-40482	CP006471	gTSS	-	40482	M744_RS00205	20	1655	1394	87	123	307	370	2053	955	-1.83772712691697	1.69406465235599e-14	-1.1223180722525	1.13304371717261e-06	0.466658811050323	0.0911385595554691
gTSS-813118	CP006471	gTSS	-	813118	M744_RS04190	24	10	3	257	405	0	1	17	2	7.68021791816952	2.45167836793715e-49	-2.65163603443049	0.105891406641097	0.962226923044758	0.250811717882487
gTSS-627741	CP006471	gTSS	-	627741	M744_RS03290	25	122	113	227	357	48	69	87	60	3.32311115308863	3.90194856990559e-29	0.0314662744483971	0.935601229319471	-0.115769874652956	0.82490974572327
gTSS+128022	CP006471	gTSS	+	128022	M744_RS00680	21	9450	17091	4260	7358	1928	2469	3719	2859	0.801891900344903	0.00716802614836095	-1.55180197771296	2.72906599534108e-07	-1.39462061579383	3.1032593550759e-05
gTSS+1409713	CP006471	gTSS	+	1409713	M744_RS07215	24	1110	1419	523	753	1093	1592	1016	522	1.03382389236184	5.23280030821768e-06	1.11876624071094	1.13526817324675e-06	-0.20792643861697	0.527907703239988
gTSS-1999411	CP006471	gTSS	-	1999411	M744_RS09930	33	375	314	5	9	251	309	383	215	-3.61023723324908	9.63802472919782e-14	0.748192065801371	0.0138150062734822	0.327094594374683	0.420184405823157
gTSS+1076008	CP006471	gTSS	+	1076008	M744_RS05615	16	459	521	5	5	478	418	371	188	-4.59086800665401	2.98944386320049e-17	0.944546309765069	0.00167647895292572	-0.304267083465957	0.46347785064154
gTSS-442056	CP006471	gTSS	-	442056	M744_RS02335	108	1122	1230	2	5	920	1197	764	425	-6.3826407153557	2.03846006533925e-26	0.890224403752967	0.000213190622597085	-0.454622410121864	0.129880369960451
gTSS-711647	CP006471	gTSS	-	711647	M744_RS03730	24	1020	1041	291	355	1756	2690	699	403	0.368931801737066	0.128106479028327	2.13796303053928	2.21174697892989e-20	-0.364895062091697	0.23654094326284
gTSS-712106	CP006471	gTSS	-	712106	M744_RS03730	483	645	790	47	97	355	397	632	286	-1.33201197153131	3.12283867719013e-06	0.121419849202312	0.693610380668096	-0.166005096871264	0.676831122903831
gTSS+2631695	CP006471	gTSS	+	2631695	M744_RS13010	133	10	24	20	2	704	441	1	75	1.65609072400251	0.43659386096402	6.17425337506095	0.0030912165884214	2.2803643445451	0.417393120654094
gTSS+2631654	CP006471	gTSS	+	2631654	M744_RS13010	174	23	32	17	16	645	542	7	97	1.3421148421232	0.361333079860576	5.51002241404582	0.000105563407846372	1.99513548785466	0.278961356349978
gTSS+2631770	CP006471	gTSS	+	2631770	M744_RS13010	58	12	20	13	7	503	417	0	65	1.47486440449045	0.504781130278093	5.92437002534313	0.00610140577439399	2.15282821383841	0.46397408876919
gTSS+2631607	CP006471	gTSS	+	2631607	M744_RS13010	221	15	21	16	7	499	421	2	64	1.52816142656999	0.377136970938949	5.75349417316614	0.000618592742342349	1.97838503566409	0.379995170733417
gTSS+131887	CP006471	gTSS	+	131887	M744_RS00705	13	11	11	0	10	878	1146	10	9	0.840916712782042	0.203076317526653	7.5656584106191	2.64248402154348e-71	0.319706275186931	0.704349195125962
gTSS-1674112	CP006471	gTSS	-	1674112	M744_RS08490	23	546	236	1020	1280	18	21	1593	770	3.60049464830118	3.73765625189595e-30	-3.27545844583936	2.80651865434957e-16	2.09326907471288	1.81622665202869e-09
gTSS-816421	CP006471	gTSS	-	816421	M744_RS04205	19	1562	1516	202	295	2002	2603	1449	677	-0.611631734958414	0.00367549242059083	1.62369395933394	5.32992275240781e-16	-0.0469876018809027	0.889319703573153
gTSS+2086932	CP006471	gTSS	+	2086932	M744_RS10390	68	921	783	243	315	542	830	1184	503	0.424364856004785	0.0834936178419047	0.717371077403262	0.00328604913484571	0.449469654935608	0.132900811897842
gTSS+1613190	CP006471	gTSS	+	1613190	M744_RS08230	77	816	833	62	86	502	642	811	393	-1.45530456706435	1.10045137828527e-08	0.516236769833626	0.0320664034544496	0.0417982288177249	0.919011786691594
gTSS-1015816	CP006471	gTSS	-	1015816	M744_RS05285	19	247	355	133	241	400	564	193	100	1.30481382040305	4.70067885168292e-06	1.71429120887044	1.31242240413125e-09	-0.531002831091392	0.152918704800449
gTSS+2017515	CP006471	gTSS	+	2017515	M744_RS10015	24	1871	1017	120	177	192	251	1377	792	-1.26180881317973	2.90021987605129e-05	-1.66069093869875	4.06322856125932e-08	0.12946926942093	0.780259604917265
gTSS-1246144	CP006471	gTSS	-	1246144	M744_RS06425	59	8443	6737	374	492	9052	11919	6103	3088	-2.09789087501692	1.20249816941634e-23	1.50821389493414	4.22110618293204e-13	-0.215624640355897	0.460267483417111
gTSS+422151	CP006471	gTSS	+	422151	M744_RS02255	204	777	845	2621	5780	98	88	741	394	4.33425815887834	1.51961704085633e-70	-2.05906552132002	4.73645504870349e-14	0.0033965276031446	0.993745129753296
gTSS+422323	CP006471	gTSS	+	422323	M744_RS02255	32	3666	2484	59	65	6036	9169	2283	1071	-3.58702850450855	2.20227318805369e-39	2.33641253356183	1.05589367640616e-21	-0.385690202631662	0.230727929460698
gTSS-2185040	CP006471	gTSS	-	2185040	M744_RS10810	54	1513	1052	94	166	2580	3449	1097	545	-1.30329618534613	2.25352450512875e-07	2.27410838329069	4.92301886341552e-22	-0.140309677216856	0.700238159824016
gTSS-1211520	CP006471	gTSS	-	1211520	M744_RS06235	28	1520	1861	37	72	4150	6019	435	277	-2.96120161679831	4.06808940044022e-27	2.6212447667239	3.27725180530348e-28	-1.68722337987046	1.64463775353798e-10
gTSS-2041847	CP006471	gTSS	-	2041847	M744_RS10175	154	1830	1357	314	444	1600	2539	2160	898	-0.0473462006548547	0.855345961244714	1.40399756486673	3.7472597018647e-09	0.398761996436272	0.191634450422703
gTSS-2106462	CP006471	gTSS	-	2106462	M744_RS10475	23	1369	1526	259	425	844	1188	1022	592	-0.0774615449134468	0.754921808738688	0.525029273741958	0.0263854442773234	-0.302517880772954	0.319991210260116
gTSS-494586	CP006471	gTSS	-	494586	M744_RS02610	31	959	1180	124	157	685	866	582	392	-0.893113490292026	0.00105270393513285	0.580345011360654	0.0334250900413179	-0.557404904540533	0.0880751889191638
gTSS-451415	CP006471	gTSS	-	451415	M744_RS02385	20	1337	1449	186	302	2517	3609	1222	637	-0.507122633073083	0.0220454584543833	2.17076635203379	2.15962004816849e-25	-0.0698887309719221	0.84080007942161
gTSS-865879	CP006471	gTSS	-	865879	M744_RS04455	26	15410	17744	777	1125	11790	14834	3160	2349	-2.10312944873133	1.80358576632363e-18	0.728228170692487	0.00353538872640442	-1.97987609027299	8.16112378983187e-15
gTSS+2010947	CP006471	gTSS	+	2010947	M744_RS09975	30	18170	16421	732	939	21257	23652	5317	3873	-2.33334197867133	3.67429611285949e-22	1.43249991005857	5.14739955381526e-09	-1.30681678880074	1.31899397595828e-06
gTSS-865572	CP006471	gTSS	-	865572	M744_RS04450	463	549	728	562	790	301	346	638	272	2.10639441834187	5.06596248137139e-19	0.0701334504238572	0.809856305624882	-0.0243950745363802	0.955303527230714
gTSS-865629	CP006471	gTSS	-	865629	M744_RS04450	520	848	693	57	81	200	209	1037	476	-1.45976843518705	1.43938093156281e-07	-0.854649902816802	0.0013938166371696	0.456536298805645	0.156669231341096
gTSS-865247	CP006471	gTSS	-	865247	M744_RS04450	138	386	358	5	1	218	335	224	145	-4.90928409367334	2.7564964931475e-13	0.601779619003264	0.0768543817308701	-0.447613384586085	0.302179438958579
gTSS-865350	CP006471	gTSS	-	865350	M744_RS04450	241	459	580	40	60	184	245	327	196	-1.36219699522164	1.7863082591346e-05	-0.236007251114061	0.469052779294061	-0.444853790339413	0.242048702002399
gTSS-2160295	CP006471	gTSS	-	2160295	M744_RS10705	24	69863	69600	7139	7461	23452	31905	38156	25539	-1.18682514135728	1.15151031090481e-06	-0.294517188837207	0.271552604876901	-0.547569876872745	0.071186037619469
gTSS-1593632	CP006471	gTSS	-	1593632	M744_RS08130	62	36475	35402	496	603	11633	17461	12225	9124	-3.9861770833658	8.08906485660162e-58	-0.274430339721292	0.318504104665307	-1.13898407270108	5.7393759970885e-05
gTSS-234852	CP006471	gTSS	-	234852	M744_RS01260	31	5634	5120	1059	924	2738	3060	6366	3155	-0.34583420234231	0.192374116637431	0.164145050514016	0.576881408437204	0.326806744741384	0.349155856652584
gTSS-597256	CP006471	gTSS	-	597256	M744_RS03145	41	1068	814	19	23	1189	2099	557	327	-3.4571480730717	1.52800681103074e-23	1.82320693267952	1.15541152196424e-11	-0.546123335419167	0.1088654678723
gTSS-2278161	CP006471	gTSS	-	2278161	M744_RS11270	112	14474	13535	561	950	8754	12317	5986	3883	-2.21277832452929	1.14141145212412e-23	0.625286947409067	0.00649842308761265	-0.930888014163006	0.000234315121561683
gTSS-2278184	CP006471	gTSS	-	2278184	M744_RS11270	135	3674	2775	52	63	7109	9171	1710	1118	-3.77414512168603	2.09744587251091e-43	2.37983384197377	5.16970244105047e-23	-0.614129743690651	0.0376935261711629
gTSS-2278418	CP006471	gTSS	-	2278418	M744_RS11270	369	176	283	599	986	148	194	111	64	3.78956066613609	1.40783543514943e-44	0.616325260678631	0.039844003808397	-0.865649957561984	0.0146342143969029
gTSS+639803	CP006471	gTSS	+	639803	M744_RS03375	706	159	194	856	1113	73	108	213	120	4.5153561902874	1.28435773049941e-75	0.0713521937985574	0.826104665238561	0.441453139850593	0.194570187134162
gTSS+1743550	CP006471	gTSS	+	1743550	M744_RS08785	23	3657	1908	19	16	667	919	2774	1698	-5.25968499186676	2.77265613321726e-42	-0.771372053141308	0.0156371442277098	0.244616922879168	0.580514457049166
gTSS+1743236	CP006471	gTSS	+	1743236	M744_RS08785	337	937	765	108	145	309	386	1192	355	-0.720539767718255	0.0132117951713911	-0.245889772819374	0.429232924460331	0.243348384376766	0.544334262573315
gTSS+765467	CP006471	gTSS	+	765467	M744_RS03980	118	1048	1574	617	949	372	460	767	375	1.26761281859163	2.53375118763204e-07	-0.610811247249449	0.019452942438515	-0.702447664426201	0.018623935157287
gTSS+765544	CP006471	gTSS	+	765544	M744_RS03980	41	1084	1040	47	44	1301	1643	663	398	-2.49110209374116	2.37095786844684e-18	1.51592589012063	9.81931853750217e-10	-0.452363876435172	0.154960498927971
gTSS+2586101	CP006471	gTSS	+	2586101	M744_RS12800	193	4728	4338	9549	18453	714	819	2980	1701	3.60688657732468	8.51785905550419e-65	-1.51133762280438	9.18676176042261e-12	-0.414463913810323	0.134414661453521
gTSS+2678339	CP006471	gTSS	+	2678339	M744_RS13230	23	96	111	1772	3034	40	39	168	71	6.53392165148999	6.37998486630524e-166	-0.335169147645435	0.300296547458165	0.675878286337393	0.0347571474718379
gTSS-2131693	CP006471	gTSS	-	2131693	M744_RS10570	195	10375	8781	227	361	11339	13971	4749	3215	-3.01688311630029	1.56042804389421e-38	1.44933297296914	3.47957582038157e-10	-0.68055366207696	0.0126874364736985
gTSS-54982	CP006471	gTSS	-	54982	M744_RS00295	187	270	224	71	98	85	103	386	145	0.478000342232099	0.140730025392657	-0.34576649496408	0.318504104665307	0.541727332878169	0.164837037830964
gTSS+409438	CP006471	gTSS	+	409438	M744_RS02190	59	2232	2253	44	52	1097	1422	1211	731	-3.51208606600195	4.59861637239003e-39	0.210377621589838	0.409998760927466	-0.655564256546162	0.0173301988205082
gTSS-1368802	CP006471	gTSS	-	1368802	M744_RS07035	52	454	284	3	9	355	423	311	150	-3.94343391002656	6.07224847596598e-14	1.12696273576757	0.000444244669178262	-0.18326104101082	0.706349325580015
gTSS+779207	CP006471	gTSS	+	779207	M744_RS04045	20	534	449	456	796	59	79	531	224	2.34481319764355	3.60182805908002e-23	-1.79039086488212	3.93125165409464e-11	0.0830755486453149	0.834721051357422
gTSS+2037190	CP006471	gTSS	+	2037190	M744_RS10155	32	10882	7616	95	146	17217	20861	6361	3237	-4.24793081108186	1.34528120950288e-71	2.09101998361105	4.83526193070878e-21	-0.436356336831759	0.121485193586679
gTSS+2036771	CP006471	gTSS	+	2036771	M744_RS10155	451	4132	5298	1332	2140	2422	2913	5160	2672	0.563946656826949	0.0084008527698535	0.226339631411378	0.333732789739443	0.244941284761733	0.404404887917378
gTSS-2377114	CP006471	gTSS	-	2377114	M744_RS11750	146	9826	7004	560	832	4487	5972	10022	3954	-1.57753295211852	2.06980516332427e-12	0.355157178746308	0.138440099081183	0.176518969440606	0.588737213522841
gTSS-1123702	CP006471	gTSS	-	1123702	M744_RS05825	32	3661	3704	515	627	4442	6250	3967	1628	-0.645068944613776	0.00252129902786451	1.5734931648231	6.44461593004611e-14	0.057354401381977	0.869135971819756
gTSS+1945835	CP006471	gTSS	+	1945835	M744_RS09675	33	5885	4914	544	781	9444	11267	4539	1895	-1.0044621885266	7.89967395557446e-07	1.98968410461539	2.89506275537832e-23	-0.288357738927244	0.279340332809062
gTSS-2481533	CP006471	gTSS	-	2481533	M744_RS12215	20	2218	2491	35	55	1215	1442	978	642	-3.6977281838539	1.33968546372552e-39	0.223952020404972	0.40181479933633	-0.966340202737894	0.000471179127037803
gTSS-553934	CP006471	gTSS	-	553934	M744_RS02900	29	789	514	113	143	326	417	626	367	-0.310255312917886	0.307598850916096	0.234657541284322	0.459614558367925	0.152918592379425	0.726826117826264
gTSS+1274777	CP006471	gTSS	+	1274777	M744_RS06590	84	7740	8161	2957	3851	14798	17478	8832	1978	0.812619157677346	0.00505086051233224	2.0716746220996	8.90481144450422e-13	-0.242625258469434	0.563293486871076
gTSS+518316	CP006471	gTSS	+	518316	M744_RS02735	30	5555	6233	7755	10023	811	803	4779	2816	2.63019740662155	7.8028238266163e-33	-1.80452924560064	2.58816371422042e-15	-0.0866806465077928	0.812141768256572
gTSS+1114901	CP006471	gTSS	+	1114901	M744_RS05795	47	701	687	2220	3199	114	110	1484	593	3.9868054812027	6.89706368905914e-79	-1.57072509925444	5.61105270274623e-11	1.0301666519779	2.97350993767133e-05
gTSS+1114828	CP006471	gTSS	+	1114828	M744_RS05795	120	545	458	204	344	105	134	573	303	1.12943755294282	7.97929303231186e-06	-1.02465572105425	0.000154309904691943	0.321839816450053	0.345631065022984
gTSS+1117242	CP006471	gTSS	+	1117242	M744_RS05805	890	363	493	137	214	230	261	491	158	0.72372106033695	0.0156308498272131	0.250164108185751	0.445742332185482	0.00214920642073314	0.997182083104377
gTSS-2410273	CP006471	gTSS	-	2410273	M744_RS11875	686	93	84	444	611	55	46	288	92	4.60355843021084	1.03546131380132e-55	0.257665319576805	0.48812354008267	1.50963469300723	1.14636327099234e-05
gTSS+732484	CP006471	gTSS	+	732484	M744_RS03835	36	6101	4121	160	228	2840	3776	5380	2465	-2.69632402735347	8.50556627132813e-30	0.414065185001403	0.090591511435529	0.101109155605566	0.782978177401419
gTSS+734184	CP006471	gTSS	+	734184	M744_RS03850	131	413	365	60	114	285	307	514	222	-0.168779150163402	0.578308228904048	0.663142117543759	0.0190252640176973	0.388582570466628	0.276567759437258
gTSS+734980	CP006471	gTSS	+	734980	M744_RS03855	207	711	687	92	148	253	300	573	298	-0.533974431947787	0.0406680977255039	-0.288460050663777	0.284580212305853	-0.170069885998498	0.637309642202822
gTSS-848125	CP006471	gTSS	-	848125	M744_RS04370	34	322	300	819	1388	67	91	281	146	3.82622887470132	7.13151470502265e-66	-0.935927243517633	0.000359061734392547	-0.033192455496065	0.938465450805591
gTSS-848114	CP006471	gTSS	-	848114	M744_RS04370	23	1676	1462	80	116	820	1096	1393	705	-1.98156915883629	6.23145975919691e-17	0.32889621927862	0.158720016626917	-0.073590733295417	0.835996283590217
gTSS-848285	CP006471	gTSS	-	848285	M744_RS04370	194	338	275	53	96	313	369	384	108	-0.0444409200213606	0.902031726752266	1.20473688058717	0.000164068425402382	0.0597203153827219	0.915048793879398
gTSS+2422252	CP006471	gTSS	+	2422252	M744_RS11915	36	261	205	85	135	66	83	321	147	0.927026990749404	0.00271201541382253	-0.59934068478897	0.0729319727131475	0.489008364714592	0.210182415507817
gTSS+2421948	CP006471	gTSS	+	2421948	M744_RS11915	340	299	426	51	77	61	57	372	174	-0.487852097343692	0.161006723761797	-1.55711524873339	7.71272889722201e-06	0.0769193287970991	0.885563471982575
gTSS+1125935	CP006471	gTSS	+	1125935	M744_RS05840	75	3385	2460	44	50	2845	4948	2698	1312	-3.91879541350908	1.63860716140319e-42	1.43431510228181	1.30333621928452e-08	-0.0455249238579797	0.918986803948098
gTSS-2410970	CP006471	gTSS	-	2410970	M744_RS11880	79	1441	661	4829	7684	32	29	5805	3550	4.58325286488809	7.77995405589239e-52	-4.04386554108285	3.77007432036862e-29	2.71456645530523	4.10134061668606e-17
gTSS-1757237	CP006471	gTSS	-	1757237	M744_RS08855	55	733	818	32	73	724	1153	425	198	-1.90365645824825	5.37759586332725e-11	1.300951500984	5.21755523896187e-07	-0.830124080301951	0.00693441332886066
gTSS-1757202	CP006471	gTSS	-	1757202	M744_RS08855	20	827	517	19	35	553	808	664	319	-2.63436165132813	1.238709701764e-14	1.05253722410402	0.000268763204626907	0.0437538462078439	0.931804274019171
gTSS-1757422	CP006471	gTSS	-	1757422	M744_RS08855	240	251	300	85	108	95	139	211	109	0.520858133810159	0.103194390661513	-0.201354085127381	0.571477244583131	-0.275390001746756	0.536941574045771
gTSS-1129367	CP006471	gTSS	-	1129367	M744_RS05860	19	2092	1720	83	106	2402	3525	961	569	-2.30153696115022	4.90666904711616e-20	1.6696684931755	7.29321546982987e-13	-0.770031092973703	0.00502633661975614
gTSS-1952667	CP006471	gTSS	-	1952667	M744_RS09690	42	2901	4075	6785	8726	2459	2888	2449	1245	3.19026948534939	1.23713257369728e-46	0.666165778952637	0.00476572270025962	-0.409773084142502	0.161624301635127
gTSS-1952927	CP006471	gTSS	-	1952927	M744_RS09690	302	165	249	244	392	24	24	154	78	2.62495809900884	1.15141427739427e-18	-2.05562526396737	2.96674225904657e-08	-0.333010965897939	0.448692469064069
gTSS+1772169	CP006471	gTSS	+	1772169	M744_RS08945	7	15616	16139	22159	36084	19876	18550	10683	4622	2.87899930811212	2.12812715785212e-43	1.34545834679169	3.71193783794817e-10	-0.58615633931794	0.0220241606892302
gTSS+1771935	CP006471	gTSS	+	1771935	M744_RS08945	241	199	163	13	13	269	313	194	73	-1.76237658509909	3.95458251949462e-05	1.73681936403864	1.04835292367633e-07	0.00253253163751742	0.997182083104377
gTSS+746269	CP006471	gTSS	+	746269	M744_RS03905	515	1474	1756	1087	1789	498	779	1646	688	1.83485157242633	5.50356839912204e-17	-0.311263359910466	0.199032806257878	-0.0100642163579534	0.978836988096795
gTSS+746762	CP006471	gTSS	+	746762	M744_RS03905	22	170	172	446	608	167	223	188	93	3.65266178324099	1.50022223935309e-51	1.23034439290299	1.96464836904643e-06	0.214491850853028	0.570663238253973
gTSS+372822	CP006471	gTSS	+	372822	M744_RS01995	0	4858	3387	548	793	7388	9940	5753	2406	-0.598262963015165	0.00901740446392356	2.11209842661225	4.23814853081214e-21	0.444402997707454	0.117625769849278
gTSS+678737	CP006471	gTSS	+	678737	M744_RS03590	37	4809	2127	260	467	151	228	5233	3568	-1.26032554334572	0.00013690003557712	-3.16014837944282	3.89349420758948e-21	0.933675292594365	0.0169563810911209
gTSS+1834112	CP006471	gTSS	+	1834112	M744_RS09220	44	343	296	83	86	429	582	174	95	0.137395869613206	0.663419705591913	1.70140324281997	1.53572112825247e-09	-0.72807890989945	0.0399274432181224
gTSS+942505	CP006471	gTSS	+	942505	M744_RS04855	23	4417	4415	346	482	5672	7301	3396	1485	-1.38976662423072	1.1697621212351e-12	1.5979067998125	7.6829936929994e-17	-0.385542538994725	0.111773010651935
gTSS+942401	CP006471	gTSS	+	942401	M744_RS04855	127	315	321	34	57	329	476	346	149	-0.798652888767878	0.00971529384471136	1.37412529494795	4.535335038014e-07	0.106836885676531	0.810777120765908
gTSS-618737	CP006471	gTSS	-	618737	M744_RS03250	25	11526	12166	787	1122	9394	12757	7916	4125	-1.61077192644083	4.77197198318206e-17	0.941494311781794	1.42617612351312e-06	-0.461285810997085	0.0504156207027009
gTSS+1667591	CP006471	gTSS	+	1667591	M744_RS08470	498	163	185	70	120	191	334	118	73	1.12709317785398	0.000647567674216185	1.61292261460431	6.09779208574557e-07	-0.320332852707629	0.497374599029278
gTSS+2487974	CP006471	gTSS	+	2487974	M744_RS12240	26	342	166	7013	10997	13	10	853	414	7.15928548968298	1.30006073862293e-142	-3.40633437530915	1.02065948961598e-15	1.81678725809829	1.00467846969051e-08
gTSS-1228763	CP006471	gTSS	-	1228763	M744_RS06320	19	376	353	72	118	251	326	262	157	0.0664961649103066	0.831005539667113	0.705485073241728	0.0136698991435742	-0.255156760482228	0.524152457410279
gTSS+196149	CP006471	gTSS	+	196149	M744_RS01065	322	11031	8348	6650	10696	2462	2686	14195	5312	1.84680378506848	5.12149040719601e-17	-0.854488652185853	0.000201230811541062	0.440643417514735	0.119085865188995
gTSS+196143	CP006471	gTSS	+	196143	M744_RS01065	328	301	273	1108	1717	46	29	254	158	4.31069990650758	2.44178243119937e-62	-1.86039645107707	4.42705178103393e-09	0.0736271809870108	0.871362345104774
gTSS+196357	CP006471	gTSS	+	196357	M744_RS01065	114	883	1461	110	148	203	186	592	385	-1.15577937967952	0.000316799592366085	-1.52353376621024	2.22273577482525e-06	-0.693035921650331	0.0716253026066735
gTSS+196257	CP006471	gTSS	+	196257	M744_RS01065	214	453	390	222	327	206	209	507	225	1.39988833131053	3.5902155238903e-08	0.0385640030724046	0.90176067044817	0.271528197959	0.446708999190707
gTSS+1206598	CP006471	gTSS	+	1206598	M744_RS06220	222	661	623	80	153	168	228	1008	401	-0.472426335269898	0.082963173199891	-0.657248771875121	0.0151918304779433	0.581973946119754	0.0610472529053765
gTSS+1206683	CP006471	gTSS	+	1206683	M744_RS06220	137	356	388	29	37	68	64	178	136	-1.46436700789115	0.000189226968098303	-1.43080162190272	0.000162016592217825	-0.640174647584342	0.162234327656148
