tss_id	replicon	type	strand	position	source_locus_tag	source_start_distance_nt	mapping_status	mapping_reason	mapped_locus_tag	dark_log2fc	dark_padj	high_light_log2fc	high_light_padj	high_temperature_log2fc	high_temperature_padj	control_1	control_2	dark_1	dark_2	high_light_1	high_light_2	high_temperature_1	high_temperature_2
aTSS-2334738	CP006471	aTSS	-	2334738	M744_RS11530	1488	mapped	exact_current_locus_id	M744_RS11530	2.08204704820689	1.45515868879125e-12	-1.52260599463018	8.04245077753227e-06	1.48512419420926	6.7157382306846e-06	267	209	195	305	44	35	733	261
iTSS+2333837	CP006471	iTSS	+	2333837	M744_RS11530	587	mapped	exact_current_locus_id	M744_RS11530	-1.83356938570772	6.84341467193349e-06	-1.57261197148611	5.23826142928199e-05	-0.203183489579802	0.717550108906226	519	295	17	41	61	71	381	142
aTSS-2334235	CP006471	aTSS	-	2334235	M744_RS11530	985	mapped	exact_current_locus_id	M744_RS11530	0.0971068759588111	0.790793702977806	-0.0662848561128148	0.869000998364358	0.4296288030695	0.323037665428826	256	268	46	96	110	132	406	129
aTSS+850871	CP006471	aTSS	+	850871	M744_RS04385	266	mapped	exact_current_locus_id	M744_RS04385	2.66799142696225	6.46275721487073e-28	0.336636341426107	0.224923834159589	0.17671313270116	0.637734821291782	291	268	352	526	166	173	314	140
aTSS+850350	CP006471	aTSS	+	850350	M744_RS04385	787	mapped	exact_current_locus_id	M744_RS04385	0.463591471740477	0.087064362239777	-0.446107852950157	0.114755869358317	0.344810401982551	0.321796999586125	476	568	128	234	176	193	654	297
iTSS-2138656	CP006471	iTSS	-	2138656	M744_RS10605	142	mapped	exact_current_locus_id	M744_RS10605	3.78173949700459	6.42936616906338e-39	-2.12762937471901	3.01495875275989e-08	0.498390343587864	0.207716289941284	128	217	483	685	20	18	237	111
aTSS+2138634	CP006471	aTSS	+	2138634	M744_RS10605	164	mapped	exact_current_locus_id	M744_RS10605	3.73747676078548	2.0247372318221e-25	0.0630748831615635	0.895816713214311	-1.44810527202078	0.00389463646360916	55	113	200	365	33	53	30	14
aTSS+2219477	CP006471	aTSS	+	2219477	M744_RS11000	99	mapped	exact_current_locus_id	M744_RS11000	1.05229378946534	0.00156650584541256	-1.13723138078488	0.00160565552761371	0.469347358945454	0.276657770121696	293	198	90	166	54	53	359	140
aTSS+2219206	CP006471	aTSS	+	2219206	M744_RS11000	370	mapped	exact_current_locus_id	M744_RS11000	-1.34183093715008	0.00355549290676897	-1.2408415038797	0.00505608021968603	0.403232138797822	0.482951827646753	229	208	23	18	53	34	308	118
iTSS-1097013	CP006471	iTSS	-	1097013	M744_RS05715	311	mapped	exact_current_locus_id	M744_RS05715	-0.761764011126537	0.0570045235783594	-0.283695464510391	0.494902658067247	-1.04069624473832	0.0199620087908216	207	317	29	48	105	101	122	59
aTSS-2485679	CP006471	aTSS	-	2485679	M744_RS12230	404	mapped	exact_current_locus_id	M744_RS12230	1.1319417132532	0.0002102003140693	-0.362402003972883	0.285669264910036	0.357666482819351	0.389265123431272	391	259	157	188	103	143	435	174
aTSS-932956	CP006471	aTSS	-	932956	M744_RS04805	1019	mapped	exact_current_locus_id	M744_RS04805	-0.437934075027065	0.214967173971512	0.551400078870495	0.118523135091237	-1.51900330235731	7.84853863604417e-05	400	788	97	116	342	511	189	101
aTSS+2455937	CP006471	aTSS	+	2455937	M744_RS12085	744	mapped	exact_current_locus_id	M744_RS12085	0.888920207979958	0.000524032941745251	0.256188247421083	0.362156863429486	-0.496239002858726	0.126404406593973	420	480	163	250	231	290	320	140
aTSS-933107	CP006471	aTSS	-	933107	M744_RS04805	1170	mapped	exact_current_locus_id	M744_RS04805	-1.46983296313894	3.83333899152159e-05	1.01957165543656	0.000835951810178435	0.401010597385838	0.314737347889413	308	261	24	26	251	307	329	189
aTSS-1282723	CP006471	aTSS	-	1282723	M744_RS06625	755	mapped	exact_current_locus_id	M744_RS06625	5.38208606818329	6.53707103732172e-101	-0.52929402959235	0.0991497321520261	0.108094216616633	0.811680744697596	136	127	982	1780	34	55	118	76
aTSS-1284750	CP006471	aTSS	-	1284750	M744_RS06625	2782	mapped	exact_current_locus_id	M744_RS06625	1.36784232254721	3.50486417972338e-07	-0.0926009957829886	0.777107933505714	0.261245433604871	0.49573903903219	419	333	205	269	145	198	400	224
aTSS-1285907	CP006471	aTSS	-	1285907	M744_RS06630	895	mapped	exact_current_locus_id	M744_RS06630	-3.6542423440747	7.85732432625152e-27	1.43823533750047	1.69236608169621e-09	-0.295309521702713	0.366119215261958	964	782	16	18	999	1297	676	331
aTSS-1285806	CP006471	aTSS	-	1285806	M744_RS06630	794	mapped	exact_current_locus_id	M744_RS06630	4.9212104728537	1.22246877286831e-55	-2.73931658628487	1.25226157178732e-05	1.83238587459409	5.07189417809539e-07	59	51	323	504	3	5	226	70
aTSS+169139	CP006471	aTSS	+	169139	M744_RS00915	329	mapped	exact_current_locus_id	M744_RS00915	-1.73401015254639	6.50214100204323e-07	0.526266495692207	0.0821255632313357	0.235834872583538	0.570275742153297	321	334	18	31	199	259	358	184
aTSS+168869	CP006471	aTSS	+	168869	M744_RS00915	599	mapped	exact_current_locus_id	M744_RS00915	-2.93210308758636	1.2935385737242e-08	-0.581655323823843	0.163482570855175	0.106405283242268	0.865864628563129	335	191	7	10	76	94	244	144
iTSS-293095	CP006471	iTSS	-	293095	M744_RS01560	1089	mapped	exact_current_locus_id	M744_RS01560	-3.5757236820474	1.32811493006776e-10	-1.26243826250113	0.00205145460257001	-0.088770304545605	0.889319703573153	303	306	2	11	40	86	307	116
iTSS+27595	CP006471	iTSS	+	27595	M744_RS00140	499	mapped	exact_current_locus_id	M744_RS00140	0.111858555252101	0.696407604333447	-0.346831510364255	0.226864131448227	0.28741929706069	0.426080064434374	467	557	114	158	179	210	570	303
iTSS+788751	CP006471	iTSS	+	788751	M744_RS04105	213	mapped	exact_current_locus_id	M744_RS04105	8.45031690855662	4.53426525899361e-09	0.712293405141963	0.691299247184055	1.13101282692174	0.605984989000886	5	7	623	310	2	8	1	12
iTSS+788673	CP006471	iTSS	+	788673	M744_RS04105	135	mapped	exact_current_locus_id	M744_RS04105	8.4838929080627	2.61623015029422e-06	-1.04550001960039	0.673997419909499	2.0533920966076	0.424433903936569	2	6	456	166	0	2	1	15
iTSS+788657	CP006471	iTSS	+	788657	M744_RS04105	119	mapped	exact_current_locus_id	M744_RS04105	7.78385622319821	1.53105756419379e-09	0.895532708420562	0.569107519815954	1.81041938042463	0.308753365683338	2	11	454	170	4	8	7	18
iTSS+788695	CP006471	iTSS	+	788695	M744_RS04105	157	mapped	exact_current_locus_id	M744_RS04105	9.82303667330794	0.00192713877226236	1.63182737809436	0.667600622776409	3.34199085318805	0.454080013986699	0	3	422	175	0	5	0	14
iTSS+788742	CP006471	iTSS	+	788742	M744_RS04105	204	mapped	exact_current_locus_id	M744_RS04105	8.88010579970056	2.53801858793182e-08	1.44714088654233	0.448833286274197	1.9865003297585	0.383865491207711	1	4	345	182	1	6	1	9
iTSS+788898	CP006471	iTSS	+	788898	M744_RS04105	360	mapped	exact_current_locus_id	M744_RS04105	8.323718929523	7.37612380415203e-40	-0.365091619088233	0.77516987982476	0.100339809048939	0.949556351771973	1	7	321	281	2	1	3	3
iTSS+788795	CP006471	iTSS	+	788795	M744_RS04105	257	mapped	exact_current_locus_id	M744_RS04105	8.55987057873663	2.49245159881131e-06	0.591040335561621	0.800917892887167	0.672151054477382	0.829601517654225	0	6	313	204	4	0	5	2
iTSS+788834	CP006471	iTSS	+	788834	M744_RS04105	296	mapped	exact_current_locus_id	M744_RS04105	9.24511580703434	3.94762462878689e-12	0.661661300589777	0.724229666795239	2.11655591130229	0.257013524918731	0	4	303	267	2	1	3	7
aTSS-1378115	CP006471	aTSS	-	1378115	M744_RS07090	1	mapped	exact_current_locus_id	M744_RS07090	0.536839983505171	0.0238478080345489	-1.77872031871766	1.39793747685613e-13	-0.479144643995568	0.10399298842485	2183	2709	635	1153	320	368	1891	710
iTSS+1379344	CP006471	iTSS	+	1379344	M744_RS07090	1228	mapped	exact_current_locus_id	M744_RS07090	-0.50856813911195	0.140730025392657	0.396469472289688	0.235652917275256	0.445611946678853	0.268821985231892	238	259	36	50	123	198	325	156
aTSS+1394479	CP006471	aTSS	+	1394479	M744_RS07155	16	mapped	exact_current_locus_id	M744_RS07155	2.14813717262515	4.96631644201741e-21	0.24574721009864	0.344317519254939	-0.497512710745277	0.0931131072423009	565	665	515	845	326	378	453	183
aTSS+1395380	CP006471	aTSS	+	1395380	M744_RS07155	146	mapped	exact_current_locus_id	M744_RS07155	2.6836752290284	9.27692123688146e-30	-1.69138201499157	1.98192101828825e-09	1.33260630957746	6.26618974296285e-07	346	340	444	642	38	66	807	409
aTSS-634079	CP006471	aTSS	-	634079	M744_RS03325	1907	mapped	exact_current_locus_id	M744_RS03325	-1.29829462812581	0.000363765103065056	-0.941017584861391	0.00689808002444369	-0.023338901339892	0.968499392009292	340	334	19	51	76	94	312	156
iTSS+1008635	CP006471	iTSS	+	1008635	M744_RS05250	4	mapped	exact_current_locus_id	M744_RS05250	-0.295936223935882	0.40855120068015	0.966731238328078	0.00592273146134795	2.13260582545626	6.45643469222722e-09	1758	949	236	300	1399	1092	4166	3444
aTSS-1008616	CP006471	aTSS	-	1008616	M744_RS05250	15	mapped	exact_current_locus_id	M744_RS05250	-0.390127223175026	0.172328017687432	0.56537292307015	0.0446990650605801	-0.261658966038595	0.49573903903219	581	851	99	175	458	569	611	257
aTSS-1009617	CP006471	aTSS	-	1009617	M744_RS05250	986	mapped	exact_current_locus_id	M744_RS05250	0.55320658181001	0.0611822431706173	0.172630916576711	0.599374475230071	-0.329831530372958	0.406851150520283	442	368	117	177	223	213	281	163
aTSS-754758	CP006471	aTSS	-	754758	M744_RS03925	2648	mapped	exact_current_locus_id	M744_RS03925	0.62387848480139	0.0530975041581586	-0.830014432043714	0.0142774062081012	0.959791147706456	0.00741989133164229	251	232	63	125	51	82	488	198
iTSS-426611	CP006471	iTSS	-	426611	M744_RS02275	1459	mapped	exact_current_locus_id	M744_RS02275	-0.848620495483328	0.000741250255427189	0.307247779814019	0.240394589884771	-0.342393685629217	0.285477906414677	1157	1386	133	219	713	803	859	513
iTSS-426493	CP006471	iTSS	-	426493	M744_RS02275	1577	mapped	exact_current_locus_id	M744_RS02275	-0.18675276002885	0.530280472460811	1.26683731753753	1.8765286717254e-06	0.260917935010436	0.487416461339178	364	351	57	100	401	425	418	194
iTSS-426769	CP006471	iTSS	-	426769	M744_RS02275	1301	mapped	exact_current_locus_id	M744_RS02275	-1.10991318507541	0.00892380137769379	2.43373322912138	2.5607136494942e-14	0.125571329001556	0.816080175923948	113	131	11	17	275	366	125	63
aTSS+427910	CP006471	aTSS	+	427910	M744_RS02275	160	mapped	exact_current_locus_id	M744_RS02275	-1.72099019726614	1.15528049148329e-05	-1.44465050445564	7.26357253428363e-05	0.0495005160778581	0.934667356214831	304	306	13	34	46	63	300	147
aTSS+2219990	CP006471	aTSS	+	2219990	M744_RS11005	530	mapped	exact_current_locus_id	M744_RS11005	1.57610315442748	1.02619305761366e-09	-1.38086902061331	7.51101902478713e-07	-0.429633661645472	0.20975907694251	512	687	357	526	85	141	438	200
aTSS+2220256	CP006471	aTSS	+	2220256	M744_RS11005	264	mapped	exact_current_locus_id	M744_RS11005	0.352768627993565	0.292957330970152	-0.105461631357606	0.781588814654046	-0.588672229561891	0.149963096451376	310	509	96	166	182	183	261	126
aTSS-1176418	CP006471	aTSS	-	1176418	M744_RS06045	1882	mapped	exact_current_locus_id	M744_RS06045	-0.122615620577791	0.617057787220846	-1.17769147670593	5.68692223088125e-07	0.409947889007222	0.154472520630027	1375	1153	213	368	237	305	1687	737
aTSS-1174649	CP006471	aTSS	-	1174649	M744_RS06045	113	mapped	exact_current_locus_id	M744_RS06045	0.143957499363123	0.674423700001629	-0.675802505981849	0.0456791224505699	0.451898777500501	0.274021449108372	528	348	96	143	129	134	691	219
iTSS+1175637	CP006471	iTSS	+	1175637	M744_RS06045	1101	mapped	exact_current_locus_id	M744_RS06045	-0.520304103911002	0.125331155231506	-0.307680481760417	0.37585452637556	0.0599575407875587	0.911412742457612	287	317	39	66	112	123	336	128
aTSS-503008	CP006471	aTSS	-	503008	M744_RS02660	219	mapped	exact_current_locus_id	M744_RS02660	1.04198977327147	1.1112514993127e-06	-1.92995428937571	3.70758190919538e-18	-0.502330935682577	0.0581497007792833	2075	2479	881	1461	254	326	1475	774
aTSS-503340	CP006471	aTSS	-	503340	M744_RS02660	551	mapped	exact_current_locus_id	M744_RS02660	0.993698488954954	0.000410686984845878	0.662844013138977	0.0222032154434748	0.0514727053883328	0.917210851550656	320	407	158	194	222	342	377	166
aTSS+1644233	CP006471	aTSS	+	1644233	M744_RS08335	788	mapped	exact_current_locus_id	M744_RS08335	4.29884283561425	9.2824405587397e-91	1.23313319291429	5.40612711451733e-08	0.866442114061564	0.000740858827954329	287	272	1039	1705	281	356	518	220
aTSS+1644239	CP006471	aTSS	+	1644239	M744_RS08335	782	mapped	exact_current_locus_id	M744_RS08335	1.8160195069272	1.75264710031258e-14	0.652800763039942	0.00906914041366005	-0.446272957831754	0.150045000085108	748	1071	644	936	622	763	645	306
aTSS-2583563	CP006471	aTSS	-	2583563	M744_RS12770	669	mapped	exact_current_locus_id	M744_RS12770	-0.482936323030686	0.139581728165523	0.112497435635751	0.752772694940037	1.50918979634552	5.50728105096143e-06	492	300	56	84	173	244	1218	453
iTSS+2583337	CP006471	iTSS	+	2583337	M744_RS12770	443	mapped	exact_current_locus_id	M744_RS12770	-1.41407056442944	1.77845738573723e-06	-1.68540447221587	7.11494387350534e-09	-0.130174102936705	0.765794698897289	881	781	74	76	127	120	720	354
aTSS-258736	CP006471	aTSS	-	258736	M744_RS01400	815	mapped	exact_current_locus_id	M744_RS01400	-1.14370713985148	0.000683977662980928	-0.743269903240234	0.021537036997652	0.392836028108554	0.326812647884044	371	338	33	46	92	113	508	184
aTSS-2023539	CP006471	aTSS	-	2023539	M744_RS10050	484	mapped	exact_current_locus_id	M744_RS10050	-1.56235530590382	0.000627666098162826	3.15484800788391	1.58021092436088e-22	-2.07198652470857	3.04925576495918e-06	104	149	10	11	522	561	26	16
aTSS-2023651	CP006471	aTSS	-	2023651	M744_RS10050	596	mapped	exact_current_locus_id	M744_RS10050	0.689501256844962	0.018821506570779	0.612258015608911	0.0422530959863498	-0.165724857235005	0.708319572388334	654	475	198	244	434	386	442	252
aTSS+1522088	CP006471	aTSS	+	1522088	M744_RS07780	542	mapped	exact_current_locus_id	M744_RS07780	-2.95937511004748	7.00054219362641e-21	0.52040943051655	0.0474827387215133	0.725433858183041	0.0141006735927945	925	736	20	33	483	678	1453	567
aTSS+1522044	CP006471	aTSS	+	1522044	M744_RS07780	586	mapped	exact_current_locus_id	M744_RS07780	-1.08435194333505	0.000128272301875478	0.557585503811659	0.0417571101564684	0.300891968533542	0.403598567540383	681	614	48	107	419	502	842	330
aTSS+1462893	CP006471	aTSS	+	1462893	M744_RS07495	725	mapped	exact_current_locus_id	M744_RS07495	0.976860460171911	1.34592572471915e-05	0.0642636474637851	0.811336843470488	0.11272824305183	0.747278311452209	1335	1287	523	747	586	743	1561	556
aTSS-257426	CP006471	aTSS	-	257426	M744_RS01395	341	mapped	exact_current_locus_id	M744_RS01395	1.24946272335985	1.89688450945456e-09	0.201444035122288	0.388358532150087	-0.508480992188778	0.0494484583236214	1233	1295	578	916	611	801	824	424
aTSS-94369	CP006471	aTSS	-	94369	M744_RS00500	203	mapped	exact_current_locus_id	M744_RS00500	-0.987168690014619	0.00987587906567307	-1.75361143885108	3.99045706845918e-06	0.931767170611377	0.0201278969936226	249	251	30	31	31	41	390	253
iTSS+1801612	CP006471	iTSS	+	1801612	M744_RS09085	717	mapped	exact_current_locus_id	M744_RS09085	-0.297087597142929	0.366650437464563	0.376897266757603	0.240734062097108	0.0486219406799965	0.927080047753969	280	364	57	71	173	234	325	151
iTSS-1599814	CP006471	iTSS	-	1599814	M744_RS08160	762	mapped	exact_current_locus_id	M744_RS08160	-4.65111686796134	1.03386866567744e-43	-0.614810917107744	0.00789781151928103	0.329879043579827	0.253666839001224	1630	1633	14	18	464	567	1928	964
iTSS-1599508	CP006471	iTSS	-	1599508	M744_RS08160	1068	mapped	exact_current_locus_id	M744_RS08160	-3.18168506027944	3.84547658166607e-10	0.666364875053734	0.0633170227375622	-0.166281971087514	0.759590742593208	304	231	2	13	179	233	246	101
aTSS-1268697	CP006471	aTSS	-	1268697	M744_RS06545	2416	mapped	exact_current_locus_id	M744_RS06545	2.53253777430041	1.32587039466708e-25	-0.729353000887054	0.00566757837238352	0.867062780914547	0.00256882569082628	840	733	934	1299	171	296	1590	558
iTSS+1266290	CP006471	iTSS	+	1266290	M744_RS06545	9	mapped	exact_current_locus_id	M744_RS06545	-0.0938161372880011	0.788979440255681	2.62521503232907	1.59295791319153e-19	0.320755460873215	0.443775759537149	197	214	39	56	434	823	251	116
aTSS-1268445	CP006471	aTSS	-	1268445	M744_RS06545	2164	mapped	exact_current_locus_id	M744_RS06545	-1.51698211158223	0.000312047298777391	-0.62465772501987	0.125218544727826	-0.0217899181952062	0.973903504960881	318	284	28	22	62	132	322	118
iTSS+294948	CP006471	iTSS	+	294948	M744_RS01570	142	mapped	exact_current_locus_id	M744_RS01570	3.55173357956406	1.28402153259098e-28	-1.11429845422718	0.00374481560113901	0.186635618743542	0.720461674326779	102	188	351	484	22	44	159	76
aTSS-295610	CP006471	aTSS	-	295610	M744_RS01570	804	mapped	exact_current_locus_id	M744_RS01570	-2.0206259995745	1.53023943885156e-11	-0.584677929951231	0.0363857129234154	-0.376558180039156	0.278926741167513	716	719	29	60	191	276	544	248
iTSS-176733	CP006471	iTSS	-	176733	M744_RS00955	73	mapped	exact_current_locus_id	M744_RS00955	0.863229707486312	0.00425830833911149	1.60694269123208	4.05102226339554e-08	-0.155109789738534	0.736403971250206	222	283	102	121	354	386	202	113
aTSS+175569	CP006471	aTSS	+	175569	M744_RS00955	1237	mapped	exact_current_locus_id	M744_RS00955	-3.39734269189556	1.206836871293e-09	1.42262529927723	1.10413304157449e-05	0.153165944236662	0.765794698897289	224	205	5	5	223	340	254	97
iTSS-1602955	CP006471	iTSS	-	1602955	M744_RS08175	16	mapped	exact_current_locus_id	M744_RS08175	-0.49205900760425	0.0956082996732423	0.457898721525266	0.114382633871971	-0.0262475631400935	0.958169831912545	469	494	60	112	255	393	416	237
aTSS+843571	CP006471	aTSS	+	843571	M744_RS04350	503	mapped	exact_current_locus_id	M744_RS04350	5.68501862409404	1.884158888305e-85	-2.35409182937799	3.47997232170565e-05	0.580784879442926	0.169087566502774	50	55	511	836	3	7	87	29
iTSS-2454843	CP006471	iTSS	-	2454843	M744_RS12075	312	mapped	exact_current_locus_id	M744_RS12075	0.600021352766485	0.0291583477328324	0.449123180979764	0.111001145215158	0.380210244630971	0.27338259714306	321	356	101	153	194	255	441	194
aTSS+2324130	CP006471	aTSS	+	2324130	M744_RS11490	1141	mapped	exact_current_locus_id	M744_RS11490	-1.35559717295305	0.00435242751616464	-0.371301115231422	0.435986267948058	0.329648648781973	0.588407997072204	265	151	13	28	81	72	312	90
aTSS-1465017	CP006471	aTSS	-	1465017	M744_RS07510	161	mapped	exact_current_locus_id	M744_RS07510	3.61267170891149	4.10746822183497e-49	-1.27734623067249	2.19967332540943e-06	-1.00292423473586	0.000760742596108593	553	827	1491	2776	123	153	346	151
aTSS-1375799	CP006471	aTSS	-	1375799	M744_RS07075	2710	mapped	exact_current_locus_id	M744_RS07075	2.95142906179194	7.69070099469026e-37	-1.05900791852887	9.28020951695627e-05	0.762541508154029	0.00716103080987221	303	310	470	702	67	75	532	223
iTSS+1373722	CP006471	iTSS	+	1373722	M744_RS07075	633	mapped	exact_current_locus_id	M744_RS07075	3.53962488096068	1.72644403362972e-29	-1.21982765513866	0.00200549808600436	0.530551278654329	0.21944907499273	119	107	270	375	21	26	198	53
aTSS-1375434	CP006471	aTSS	-	1375434	M744_RS07075	2345	mapped	exact_current_locus_id	M744_RS07075	3.91474457925385	5.02103869916221e-35	-0.605026299725006	0.137297849893825	0.744178592777495	0.0746110509785511	69	90	229	368	28	22	145	52
aTSS-1373166	CP006471	aTSS	-	1373166	M744_RS07075	77	mapped	exact_current_locus_id	M744_RS07075	2.23416546315645	6.30545560498015e-16	0.120040855516055	0.724747959463547	0.479509785641689	0.189482420207003	228	189	187	301	105	113	302	122
aTSS-1373697	CP006471	aTSS	-	1373697	M744_RS07075	608	mapped	exact_current_locus_id	M744_RS07075	-2.14350663153497	7.05051438991739e-07	1.60448756772523	4.64508912919599e-07	-0.341510405638118	0.453096628013483	227	198	8	16	286	338	143	87
iTSS+1374411	CP006471	iTSS	+	1374411	M744_RS07075	1322	mapped	exact_current_locus_id	M744_RS07075	-1.89694389753962	2.93336077760816e-07	0.717137433851427	0.0299723720011844	-0.371768832072901	0.398023594925038	373	419	11	44	284	346	300	138
iTSS-209650	CP006471	iTSS	-	209650	M744_RS01115	1139	mapped	exact_current_locus_id	M744_RS01115	1.68858712874	1.44156576865925e-12	-1.19673996131785	1.38570177032829e-06	0.321963352343027	0.320770364255079	3162	4026	2424	3242	790	701	4703	1887
aTSS+308895	CP006471	aTSS	+	308895	M744_RS01645	217	mapped	exact_current_locus_id	M744_RS01645	1.16752357930833	1.34720652654698e-06	0.550147492435485	0.0299620781902615	0.130476339000472	0.727790736094982	607	786	301	477	442	546	794	321
aTSS-2252200	CP006471	aTSS	-	2252200	M744_RS11150	1415	mapped	exact_current_locus_id	M744_RS11150	0.68464866346389	0.00574805824269743	0.340053000934566	0.201146576747636	0.241837487285615	0.490805451334145	5705	3816	1477	2321	2798	2981	6156	2234
aTSS-2251416	CP006471	aTSS	-	2251416	M744_RS11150	631	mapped	exact_current_locus_id	M744_RS11150	-1.77220759251625	1.92910467807065e-05	-0.54248827321872	0.158594735246878	0.209706746116216	0.692540809903012	330	220	15	25	71	114	332	133
aTSS-776192	CP006471	aTSS	-	776192	M744_RS04035	84	mapped	exact_current_locus_id	M744_RS04035	0.33459571582841	0.320261964817841	-2.39404971360119	1.48568966433833e-11	0.00705858590541595	0.989240101702462	485	417	101	185	50	31	477	188
aTSS-1682095	CP006471	aTSS	-	1682095	M744_RS08515	875	mapped	exact_current_locus_id	M744_RS08515	-0.706508555529718	0.0123901893899904	-0.0591385767824522	0.855989400826562	-0.172078094133755	0.669676738294581	774	756	71	169	293	424	686	296
iTSS-1051785	CP006471	iTSS	-	1051785	M744_RS05480	1144	mapped	exact_current_locus_id	M744_RS05480	-1.53744268275752	1.03392432671888e-05	0.945086298982628	0.00150305852080167	0.284319590546123	0.491489236524481	337	274	21	31	235	339	348	176
aTSS-1719274	CP006471	aTSS	-	1719274	M744_RS08675	699	mapped	exact_current_locus_id	M744_RS08675	3.42765644681392	1.32301144356431e-33	-0.409959594848268	0.210698821627476	-0.171405818307222	0.707860424070294	245	414	641	1144	119	119	256	148
aTSS-741266	CP006471	aTSS	-	741266	M744_RS03875	707	mapped	exact_current_locus_id	M744_RS03875	-2.6701845922058	1.07523179701213e-15	1.98036454920847	3.03350932897408e-13	-0.711243963443061	0.0338965595858574	817	570	16	39	1167	1485	462	167
iTSS-981556	CP006471	iTSS	-	981556	M744_RS05115	250	mapped	exact_current_locus_id	M744_RS05115	-0.183254332241591	0.516615320460055	-1.45718708432515	1.33196149078564e-07	0.20434873568576	0.585412156818589	644	578	104	163	104	110	731	297
aTSS+487572	CP006471	aTSS	+	487572	M744_RS02575	1493	mapped	exact_current_locus_id	M744_RS02575	-0.754665813355758	0.00039511288515973	0.0202918816049403	0.935140070021058	0.167819612914294	0.574815626452702	2108	2037	256	346	922	1110	2346	1019
aTSS+488467	CP006471	aTSS	+	488467	M744_RS02575	598	mapped	exact_current_locus_id	M744_RS02575	0.912365017831371	7.53888268269322e-05	-0.639422694179239	0.00860122140841659	0.020083102314247	0.962007028471291	887	837	299	513	221	319	883	381
aTSS+488200	CP006471	aTSS	+	488200	M744_RS02575	865	mapped	exact_current_locus_id	M744_RS02575	-1.78283124758758	2.52051050920663e-08	-0.859250148577749	0.00370455576398685	0.1775878298711	0.671096290832785	497	540	28	47	109	171	600	252
aTSS-1859561	CP006471	aTSS	-	1859561	M744_RS09310	298	mapped	exact_current_locus_id	M744_RS09310	6.41656937166417	1.07750879085205e-68	-0.199322648227172	0.74811200322613	0.66443852253075	0.248442817227242	16	22	308	501	8	8	33	11
aTSS-1774591	CP006471	aTSS	-	1774591	M744_RS08960	848	mapped	exact_current_locus_id	M744_RS08960	3.37816831271018	1.51556263534302e-24	-0.978690747299732	0.0196724684380927	0.030643748479511	0.962485407360139	80	90	144	307	17	25	87	38
aTSS-1774968	CP006471	aTSS	-	1774968	M744_RS08960	1225	mapped	exact_current_locus_id	M744_RS08960	-0.596782709667002	0.0570147161160929	-1.04756282824448	0.000821961827275576	-0.794656765580541	0.0285900781565088	887	652	77	184	171	187	392	221
iTSS+1773751	CP006471	iTSS	+	1773751	M744_RS08960	8	mapped	exact_current_locus_id	M744_RS08960	-0.974275345968357	0.00453919646713742	1.04816792466442	0.000602931674152321	-0.319090467465671	0.453949231090844	293	256	28	41	227	327	195	110
aTSS-1774819	CP006471	aTSS	-	1774819	M744_RS08960	1076	mapped	exact_current_locus_id	M744_RS08960	-0.268078613532112	0.431905537431629	0.482324641388951	0.139671154555475	-0.215875255610025	0.634470570494877	319	250	43	75	175	209	256	102
aTSS+2227741	CP006471	aTSS	+	2227741	M744_RS11040	992	mapped	exact_current_locus_id	M744_RS11040	1.38903000257348	8.54882835006006e-13	0.680840532436829	0.000763819933912926	0.442641919724615	0.0680141149177789	3831	3370	1836	2840	2502	3084	5013	2103
aTSS-996933	CP006471	aTSS	-	996933	M744_RS05185	11	mapped	exact_current_locus_id	M744_RS05185	-0.662608553124742	0.0582694207674376	-1.24591707723158	0.000294821095188135	1.02213637827698	0.00503580380880846	306	273	31	61	54	64	658	225
aTSS+202433	CP006471	aTSS	+	202433	M744_RS01090	789	mapped	exact_current_locus_id	M744_RS01090	5.37865225070804	3.29466109528088e-103	-0.713186325256274	0.0112396939637585	-0.411540447415135	0.235281004381395	442	498	3141	6898	118	161	287	190
aTSS+202328	CP006471	aTSS	+	202328	M744_RS01090	894	mapped	exact_current_locus_id	M744_RS01090	0.740977053713336	0.000943960969325753	-0.669126872854549	0.00410991598331972	0.277737414882939	0.359094322637969	1602	1904	536	934	473	596	1895	1049
aTSS+203221	CP006471	aTSS	+	203221	M744_RS01090	1	mapped	exact_current_locus_id	M744_RS01090	0.253072721056243	0.310721916877955	-1.25601178626453	3.74755320064873e-07	-0.111894596182482	0.765794698897289	1316	1271	281	492	232	293	1325	466
aTSS+203029	CP006471	aTSS	+	203029	M744_RS01090	193	mapped	exact_current_locus_id	M744_RS01090	-0.673207428134239	0.00849111808024291	-0.157410229397206	0.572781558982072	0.131550385735652	0.725860213580278	859	949	116	163	322	470	1054	406
iTSS-1853859	CP006471	iTSS	-	1853859	M744_RS09280	1047	mapped	exact_current_locus_id	M744_RS09280	0.592950773354029	0.0636744578513424	-2.70342661659567	6.74986347109941e-13	0.241182678249574	0.588616142231047	280	302	82	137	22	21	363	142
aTSS+204174	CP006471	aTSS	+	204174	M744_RS01095	401	mapped	exact_current_locus_id	M744_RS01095	5.01623227747101	2.91634992084326e-45	-3.10168139330966	1.61561193521755e-05	1.43090861781782	0.000936166346809593	59	48	338	520	4	2	188	40
